event_id	pos_id	exon_a	exon_b	exon_c	intron_a	strand	gene_id	gene_name	label	SRR601500_junction_a_start	SRR601500_junction_a_end	SRR601500_junction_a	SRR601500_PSI	SRR604528_junction_a_start	SRR604528_junction_a_end	SRR604528_junction_a	SRR604528_PSI
RI_6039	RI@chr17@35444701-35445656	chr17:35444615-35444701	chr17:35445656-35445693	chr17:35444615-35445693	chr17:35444701-35445656	-	ENSG00000154760.14	SLFN13	annotated	0	0	0		0	1	0	
RI_6040	RI@chr17@35444701-35445373	chr17:35444615-35444701	chr17:35445373-35445693	chr17:35444615-35445693	chr17:35444701-35445373	-	ENSG00000154760.14	SLFN13	annotated	0	0	0		0	0	0	
RI_6041	RI@chr17@35741131-35741805	chr17:35741035-35741131	chr17:35741805-35743521	chr17:35741035-35743521	chr17:35741131-35741805	+	ENSG00000270885.2	RASL10B	unannotated	55	136	0	1.0	99	198	13	0.9195046439628483
RI_6042	RI@chr17@35767889-35768230	chr17:35767752-35767889	chr17:35768230-35768379	chr17:35767752-35768379	chr17:35767889-35768230	-	ENSG00000271447.6	MMP28	unannotated	17	2	0		38	3	0	1.0
RI_6043	RI@chr17@35767919-35768230	chr17:35767752-35767919	chr17:35768230-35768379	chr17:35767752-35768379	chr17:35767919-35768230	-	ENSG00000271447.6	MMP28	unannotated	1	2	18	0.07692307692307693	10	3	25	0.20634920634920634
RI_6044	RI@chr17@35820075-35820332	chr17:35820024-35820075	chr17:35820332-35820437	chr17:35820024-35820437	chr17:35820075-35820332	+	ENSG00000270647.7	TAF15	annotated	4	7	2		0	5	0	
RI_6045	RI@chr17@35844839-35844861	chr17:35844477-35844839	chr17:35844861-35845038	chr17:35844477-35845038	chr17:35844839-35844861	+	ENSG00000270647.7	TAF15	unannotated	287	228	0	1.0	305	235	0	1.0
RI_6046	RI@chr17@35863559-35864246	chr17:35863502-35863559	chr17:35864246-35864302	chr17:35863502-35864302	chr17:35863559-35864246	-	ENSG00000270379.6	HEATR9	annotated	0	0	0		0	0	0	
RI_6047	RI@chr17@3591116-3591187	chr17:3590964-3591116	chr17:3591187-3591353	chr17:3590964-3591353	chr17:3591116-3591187	-	ENSG00000196689.13	TRPV1	annotated	1	0	9		0	0	8	
RI_6048	RI@chr17@36211890-36212293	chr17:36211776-36211890	chr17:36212293-36212878	chr17:36211776-36212878	chr17:36211890-36212293	+	ENSG00000276070.5	CCL4L2	annotated	0	2	1		0	0	0	
RI_6049	RI@chr17@36211890-36212482	chr17:36211776-36211890	chr17:36212482-36212878	chr17:36211776-36212878	chr17:36211890-36212482	+	ENSG00000276070.5	CCL4L2	annotated	0	0	1		0	0	0	
RI_6050	RI@chr17@36211890-36212364	chr17:36211776-36211890	chr17:36212364-36212878	chr17:36211776-36212878	chr17:36211890-36212364	+	ENSG00000276070.5	CCL4L2	annotated	0	3	0		0	0	0	
RI_6051	RI@chr17@36211890-36212313	chr17:36211776-36211890	chr17:36212313-36212878	chr17:36211776-36212878	chr17:36211890-36212313	+	ENSG00000276070.5	CCL4L2	annotated	0	2	0		0	0	0	
RI_6052	RI@chr17@36211890-36212334	chr17:36211776-36211890	chr17:36212334-36212878	chr17:36211776-36212878	chr17:36211890-36212334	+	ENSG00000276070.5	CCL4L2	annotated	0	2	0		0	0	0	
RI_6053	RI@chr17@36476160-36476512	chr17:36475918-36476160	chr17:36476512-36476597	chr17:36475918-36476597	chr17:36476160-36476512	-	ENSG00000289011.2	ENSG00000289011	annotated	0	0	0		0	0	0	
RI_6054	RI@chr17@36476160-36476532	chr17:36475918-36476160	chr17:36476532-36476597	chr17:36475918-36476597	chr17:36476160-36476532	-	ENSG00000289011.2	ENSG00000289011	annotated	0	0	0		0	0	0	
RI_6055	RI@chr17@36578186-36579245	chr17:36577983-36578186	chr17:36579245-36579419	chr17:36577983-36579419	chr17:36578186-36579245	+	ENSG00000278311.5	GGNBP2	annotated	44	3	91	0.2052401746724891	18	2	18	0.35714285714285715
RI_6056	RI@chr17@36578192-36579245	chr17:36577983-36578192	chr17:36579245-36579419	chr17:36577983-36579419	chr17:36578192-36579245	+	ENSG00000278311.5	GGNBP2	unannotated	4	3	41	0.07865168539325842	3	2	12	0.1724137931034483
RI_6057	RI@chr17@3660350-3660617	chr17:3660236-3660350	chr17:3660617-3663103	chr17:3660236-3663103	chr17:3660350-3660617	+	ENSG00000040531.16	CTNS	annotated	17	16	0	1.0	8	8	0	
RI_6058	RI@chr17@36722609-36722708	chr17:36722437-36722609	chr17:36722708-36722808	chr17:36722437-36722808	chr17:36722609-36722708	+	ENSG00000275613.3	ENSG00000275613	annotated	0	0	0		0	1	0	
RI_6059	RI@chr17@36988720-36989247	chr17:36988519-36988720	chr17:36989247-36989411	chr17:36988519-36989411	chr17:36988720-36989247	+	ENSG00000275700.6	AATF	annotated	3	3	58	0.04918032786885246	2	1	25	0.05660377358490566
RI_6060	RI@chr17@36989411-36990774	chr17:36989247-36989411	chr17:36990774-36990857	chr17:36989247-36990857	chr17:36989411-36990774	+	ENSG00000275700.6	AATF	annotated	3	5	61	0.06153846153846154	0	5	22	0.10204081632653061
RI_6061	RI@chr17@37019072-37020934	chr17:37019005-37019072	chr17:37020934-37021455	chr17:37019005-37021455	chr17:37019072-37020934	+	ENSG00000275700.6	AATF	annotated	1	4	88	0.027624309392265192	1	1	41	0.023809523809523808
RI_6062	RI@chr17@37477490-37478054	chr17:37476797-37477490	chr17:37478054-37479725	chr17:37476797-37479725	chr17:37477490-37478054	+	ENSG00000276234.5	TADA2A	annotated	31	33	0	1.0	7	16	0	1.0
RI_6063	RI@chr17@37610157-37612110	chr17:37609739-37610157	chr17:37612110-37614353	chr17:37609739-37614353	chr17:37610157-37612110	-	ENSG00000278053.5	DDX52	annotated	10	8	0		5	1	0	
RI_6064	RI@chr17@37980642-37981106	chr17:37980543-37980642	chr17:37981106-37981171	chr17:37980543-37981171	chr17:37980642-37981106	-	ENSG00000274512.6	TBC1D3L	unannotated	0	0	22	0.0	0	0	5	
RI_6065	RI@chr17@37987521-37988950	chr17:37987449-37987521	chr17:37988950-37989060	chr17:37987449-37989060	chr17:37987521-37988950	-	ENSG00000274512.6	TBC1D3L	annotated	0	0	0		0	0	0	
RI_6066	RI@chr17@38201219-38202072	chr17:38201105-38201219	chr17:38202072-38202105	chr17:38201105-38202105	chr17:38201219-38202072	-	ENSG00000291088.2	NPEPPSP1	unannotated	0	0	21	0.0	0	0	18	0.0
RI_6067	RI@chr17@38451827-38452171	chr17:38451626-38451827	chr17:38452171-38452220	chr17:38451626-38452220	chr17:38451827-38452171	-	ENSG00000276170.7	ENSG00000276170	annotated	0	0	0		0	0	0	
RI_6068	RI@chr17@38477705-38477828	chr17:38477579-38477705	chr17:38477828-38477896	chr17:38477579-38477896	chr17:38477705-38477828	+	ENSG00000275832.5	ARHGAP23	annotated	9	37	1	0.9583333333333334	8	64	0	1.0
RI_6069	RI@chr17@38681631-38682001	chr17:38681422-38681631	chr17:38682001-38682122	chr17:38681422-38682122	chr17:38681631-38682001	-	ENSG00000275532.3	ENSG00000275532	annotated	0	0	0		0	0	0	
RI_6070	RI@chr17@38681634-38682001	chr17:38681422-38681634	chr17:38682001-38682122	chr17:38681422-38682122	chr17:38681634-38682001	-	ENSG00000275532.3	ENSG00000275532	annotated	0	0	0		0	0	0	
RI_6071	RI@chr17@38810400-38810468	chr17:38810276-38810400	chr17:38810468-38810595	chr17:38810276-38810595	chr17:38810400-38810468	-	ENSG00000273559.5	CWC25	annotated	12	7	0		2	3	0	
RI_6072	RI@chr17@3881648-3882528	chr17:3881627-3881648	chr17:3882528-3882564	chr17:3881627-3882564	chr17:3881648-3882528	-	ENSG00000004660.15	CAMKK1	annotated	20	2	118	0.08527131782945736	3	0	19	0.07317073170731707
RI_6073	RI@chr17@3903631-3903928	chr17:3903551-3903631	chr17:3903928-3904024	chr17:3903551-3904024	chr17:3903631-3903928	-	ENSG00000108405.4	P2RX1	annotated	1	0	0		0	0	2	
RI_6074	RI@chr17@39079164-39079502	chr17:39079104-39079164	chr17:39079502-39079528	chr17:39079104-39079528	chr17:39079164-39079502	-	ENSG00000161381.14	PLXDC1	annotated	11	12	1	0.92	17	7	0	1.0
RI_6075	RI@chr17@39191593-39193648	chr17:39191474-39191593	chr17:39193648-39193883	chr17:39191474-39193883	chr17:39191593-39193648	-	ENSG00000067191.17	CACNB1	annotated	23	11	3	0.85	8	2	0	
RI_6076	RI@chr17@39202439-39202989	chr17:39202317-39202439	chr17:39202989-39203109	chr17:39202317-39203109	chr17:39202439-39202989	+	ENSG00000108298.12	RPL19	annotated	22	22	1640	0.013237063778580024	23	49	1957	0.01806322127446061
RI_6077	RI@chr17@39202443-39202994	chr17:39202317-39202443	chr17:39202994-39203109	chr17:39202317-39203109	chr17:39202443-39202994	+	ENSG00000108298.12	RPL19	annotated	13	1752	0	1.0	9	2097	2	0.9981042654028436
RI_6078	RI@chr17@39202445-39202994	chr17:39202317-39202445	chr17:39202994-39203109	chr17:39202317-39203109	chr17:39202445-39202994	+	ENSG00000108298.12	RPL19	annotated	7	1752	0	1.0	3	2097	0	1.0
RI_6079	RI@chr17@39202448-39203000	chr17:39202317-39202448	chr17:39203000-39203109	chr17:39202317-39203109	chr17:39202448-39203000	+	ENSG00000108298.12	RPL19	annotated	7	1730	0	1.0	3	2032	0	1.0
RI_6080	RI@chr17@39204187-39204525	chr17:39204077-39204187	chr17:39204525-39204840	chr17:39204077-39204840	chr17:39204187-39204525	+	ENSG00000108298.12	RPL19	unannotated	2	2	1489	0.0013413816230717639	6	1	1683	0.0020753038837829827
RI_6081	RI@chr17@39405308-39410581	chr17:39404285-39405308	chr17:39410581-39410721	chr17:39404285-39410721	chr17:39405308-39410581	-	ENSG00000125686.12	MED1	annotated	27	14	2	0.9111111111111111	32	4	0	1.0
RI_6082	RI@chr17@39564914-39566788	chr17:39564760-39564914	chr17:39566788-39567559	chr17:39564760-39567559	chr17:39564914-39566788	+	ENSG00000167258.16	CDK12	unannotated	9	6	3		2	8	3	
RI_6083	RI@chr17@39658026-39658405	chr17:39657973-39658026	chr17:39658405-39658522	chr17:39657973-39658522	chr17:39658026-39658405	+	ENSG00000131748.16	STARD3	annotated	21	27	58	0.2926829268292683	6	15	36	0.22580645161290322
RI_6084	RI@chr17@39658026-39658413	chr17:39657973-39658026	chr17:39658413-39658522	chr17:39657973-39658522	chr17:39658026-39658413	+	ENSG00000131748.16	STARD3	annotated	21	94	0	1.0	6	52	0	1.0
RI_6085	RI@chr17@39658522-39658722	chr17:39657973-39658522	chr17:39658722-39658820	chr17:39657973-39658820	chr17:39658522-39658722	+	ENSG00000131748.16	STARD3	unannotated	32	30	48	0.3924050632911392	14	10	37	0.24489795918367346
RI_6086	RI@chr17@39662344-39662804	chr17:39662251-39662344	chr17:39662804-39664201	chr17:39662251-39664201	chr17:39662344-39662804	+	ENSG00000131748.16	STARD3	unannotated	5	6	92	0.05641025641025641	4	5	53	0.0782608695652174
RI_6087	RI@chr17@39662367-39662804	chr17:39662251-39662367	chr17:39662804-39664201	chr17:39662251-39664201	chr17:39662367-39662804	+	ENSG00000131748.16	STARD3	unannotated	3	6	4		0	5	5	
RI_6088	RI@chr17@39665779-39665852	chr17:39665716-39665779	chr17:39665852-39666554	chr17:39665716-39666554	chr17:39665779-39665852	+	ENSG00000173991.6	TCAP	annotated	6	14	0	1.0	8	10	0	
RI_6089	RI@chr17@39669836-39669951	chr17:39669629-39669836	chr17:39669951-39670475	chr17:39669629-39670475	chr17:39669836-39669951	+	ENSG00000141744.4	PNMT	unannotated	0	2	22	0.043478260869565216	0	0	30	0.0
RI_6090	RI@chr17@39673650-39673993	chr17:39673514-39673650	chr17:39673993-39674054	chr17:39673514-39674054	chr17:39673650-39673993	-	ENSG00000161395.14	PGAP3	annotated	9	19	33	0.2978723404255319	4	2	8	
RI_6091	RI@chr17@39712047-39712322	chr17:39711928-39712047	chr17:39712322-39712448	chr17:39711928-39712448	chr17:39712047-39712322	+	ENSG00000141736.14	ERBB2	unannotated	0	0	13	0.0	0	0	21	0.0
RI_6092	RI@chr17@39723624-39723912	chr17:39723538-39723624	chr17:39723912-39724010	chr17:39723538-39724010	chr17:39723624-39723912	+	ENSG00000141736.14	ERBB2	unannotated	16	2	0		36	6	0	1.0
RI_6093	RI@chr17@39723660-39723912	chr17:39723538-39723660	chr17:39723912-39724010	chr17:39723538-39724010	chr17:39723660-39723912	+	ENSG00000141736.14	ERBB2	unannotated	1	2	13	0.10344827586206896	2	6	27	0.12903225806451613
RI_6094	RI@chr17@39730291-39730407	chr17:39730194-39730291	chr17:39730407-39730532	chr17:39730194-39730532	chr17:39730291-39730407	-	ENSG00000141741.12	MIEN1	unannotated	16	5	213	0.04697986577181208	14	8	128	0.07913669064748201
RI_6095	RI@chr17@39742716-39742898	chr17:39742566-39742716	chr17:39742898-39743054	chr17:39742566-39743054	chr17:39742716-39742898	+	ENSG00000141738.14	GRB7	annotated	0	2	1		0	0	1	
RI_6096	RI@chr17@39906271-39906961	chr17:39906111-39906271	chr17:39906961-39906987	chr17:39906111-39906987	chr17:39906271-39906961	-	ENSG00000073605.19	GSDMB	annotated	44	29	7	0.8390804597701149	13	6	1	
RI_6097	RI@chr17@39917321-39918534	chr17:39917082-39917321	chr17:39918534-39919854	chr17:39917082-39919854	chr17:39917321-39918534	-	ENSG00000073605.19	GSDMB	annotated	27	9	0	1.0	7	6	0	
RI_6098	RI@chr17@39917330-39918534	chr17:39917082-39917330	chr17:39918534-39919854	chr17:39917082-39919854	chr17:39917330-39918534	-	ENSG00000073605.19	GSDMB	annotated	29	9	0	1.0	6	6	0	
RI_6099	RI@chr17@39989929-39990094	chr17:39989739-39989929	chr17:39990094-39990197	chr17:39989739-39990197	chr17:39989929-39990094	+	ENSG00000108344.15	PSMD3	unannotated	24	23	298	0.07309486780715396	12	14	106	0.1092436974789916
RI_6100	RI@chr17@39997566-39997615	chr17:39997504-39997566	chr17:39997615-39997959	chr17:39997504-39997959	chr17:39997566-39997615	+	ENSG00000108344.15	PSMD3	unannotated	94	19	0	1.0	41	7	0	1.0
RI_6101	RI@chr17@40016340-40016485	chr17:40016233-40016340	chr17:40016485-40016631	chr17:40016233-40016631	chr17:40016340-40016485	+	ENSG00000108342.13	CSF3	annotated	39	35	147	0.20108695652173914	51	40	236	0.16163410301953818
RI_6102	RI@chr17@40020353-40020528	chr17:40020273-40020353	chr17:40020528-40020619	chr17:40020273-40020619	chr17:40020353-40020528	-	ENSG00000008838.21	MED24	unannotated	49	21	2	0.9459459459459459	42	12	2	0.9310344827586207
RI_6103	RI@chr17@40133109-40133534	chr17:40133042-40133109	chr17:40133534-40133658	chr17:40133042-40133658	chr17:40133109-40133534	+	ENSG00000188895.12	MSL1	annotated	4	6	108	0.04424778761061947	0	1	88	0.005649717514124294
RI_6104	RI@chr17@40161911-40162002	chr17:40161753-40161911	chr17:40162002-40162153	chr17:40161753-40162153	chr17:40161911-40162002	+	ENSG00000108349.18	CASC3	unannotated	2	2	90	0.021739130434782608	1	8	72	0.058823529411764705
RI_6105	RI@chr17@4016466-4017371	chr17:4016323-4016466	chr17:4017371-4017647	chr17:4016323-4017647	chr17:4016466-4017371	-	ENSG00000074755.15	ZZEF1	unannotated	6	10	16	0.3333333333333333	8	5	10	0.3939393939393939
RI_6106	RI@chr17@40163602-40163886	chr17:40163481-40163602	chr17:40163886-40164166	chr17:40163481-40164166	chr17:40163602-40163886	+	ENSG00000108349.18	CASC3	annotated	59	99	0	1.0	41	65	0	1.0
RI_6107	RI@chr17@40192693-40192926	chr17:40192606-40192693	chr17:40192926-40192990	chr17:40192606-40192990	chr17:40192693-40192926	+	ENSG00000108352.13	RAPGEFL1	unannotated	25	39	208	0.13333333333333333	6	10	63	0.11267605633802817
RI_6108	RI@chr17@40317795-40317999	chr17:40317698-40317795	chr17:40317999-40318111	chr17:40317698-40318111	chr17:40317795-40317999	-	ENSG00000287644.2	ENSG00000287644	annotated	0	0	0		1	0	0	
RI_6109	RI@chr17@40552769-40553018	chr17:40552645-40552769	chr17:40553018-40553146	chr17:40552645-40553146	chr17:40552769-40553018	+	ENSG00000296406.1	ENSG00000296406	annotated	0	1	0		0	0	0	
RI_6110	RI@chr17@40552795-40553018	chr17:40552645-40552795	chr17:40553018-40553146	chr17:40552645-40553146	chr17:40552795-40553018	+	ENSG00000296406.1	ENSG00000296406	annotated	0	1	0		0	0	0	
RI_6111	RI@chr17@40630924-40631592	chr17:40630714-40630924	chr17:40631592-40631693	chr17:40630714-40631693	chr17:40630924-40631592	-	ENSG00000073584.20	SMARCE1	annotated	5	1	92	0.031578947368421054	5	3	65	0.057971014492753624
RI_6112	RI@chr17@40631693-40632195	chr17:40630714-40631693	chr17:40632195-40632367	chr17:40630714-40632367	chr17:40631693-40632195	-	ENSG00000073584.20	SMARCE1	annotated	15	6	105	0.09090909090909091	6	2	40	0.09090909090909091
RI_6113	RI@chr17@40631693-40635931	chr17:40631592-40631693	chr17:40635931-40636102	chr17:40631592-40636102	chr17:40631693-40635931	-	ENSG00000073584.20	SMARCE1	annotated	15	0	0		6	2	0	
RI_6114	RI@chr17@40631711-40632195	chr17:40631592-40631711	chr17:40632195-40632367	chr17:40631592-40632367	chr17:40631711-40632195	-	ENSG00000073584.20	SMARCE1	annotated	6	6	0		1	2	0	
RI_6115	RI@chr17@40632367-40635931	chr17:40631592-40632367	chr17:40635931-40636102	chr17:40631592-40636102	chr17:40632367-40635931	-	ENSG00000073584.20	SMARCE1	annotated	11	0	80	0.06432748538011696	7	2	50	0.08256880733944955
RI_6116	RI@chr17@40719776-40719898	chr17:40719651-40719776	chr17:40719898-40719939	chr17:40719651-40719939	chr17:40719776-40719898	-	ENSG00000291165.2	ENSG00000291165	annotated	0	0	0		0	0	0	
RI_6117	RI@chr17@40834519-40835962	chr17:40834382-40834519	chr17:40835962-40836273	chr17:40834382-40836273	chr17:40834519-40835962	+	ENSG00000167920.13	KRT10-AS1	unannotated	13	6	0		6	1	0	
RI_6118	RI@chr17@40834519-40834860	chr17:40834382-40834519	chr17:40834860-40835961	chr17:40834382-40835961	chr17:40834519-40834860	+	ENSG00000167920.13	KRT10-AS1	unannotated	13	21	0	1.0	6	12	0	
RI_6119	RI@chr17@40834519-40834920	chr17:40834382-40834519	chr17:40834920-40835961	chr17:40834382-40835961	chr17:40834519-40834920	+	ENSG00000167920.13	KRT10-AS1	unannotated	13	15	0	1.0	6	10	0	
RI_6120	RI@chr17@40834519-40834894	chr17:40834382-40834519	chr17:40834894-40835961	chr17:40834382-40835961	chr17:40834519-40834894	+	ENSG00000167920.13	KRT10-AS1	unannotated	13	18	0	1.0	6	9	0	
RI_6121	RI@chr17@40834519-40834905	chr17:40834382-40834519	chr17:40834905-40835961	chr17:40834382-40835961	chr17:40834519-40834905	+	ENSG00000167920.13	KRT10-AS1	unannotated	13	15	0	1.0	6	8	0	
RI_6122	RI@chr17@41505235-41505447	chr17:41505056-41505235	chr17:41505447-41505612	chr17:41505056-41505612	chr17:41505235-41505447	-	ENSG00000171401.15	KRT13	annotated	1	1	0		0	0	0	
RI_6123	RI@chr17@41516964-41517083	chr17:41516808-41516964	chr17:41517083-41517165	chr17:41516808-41517165	chr17:41516964-41517083	-	ENSG00000171346.16	KRT15	annotated	0	0	0		0	0	0	
RI_6124	RI@chr17@41621754-41622355	chr17:41621593-41621754	chr17:41622355-41622511	chr17:41621593-41622511	chr17:41621754-41622355	-	ENSG00000128422.18	KRT17	annotated	1	0	0		0	0	1	
RI_6125	RI@chr17@41626839-41627080	chr17:41626790-41626839	chr17:41627080-41627762	chr17:41626790-41627762	chr17:41626839-41627080	-	ENSG00000290861.2	KRT42P	annotated	0	0	0		0	0	0	
RI_6126	RI@chr17@41626839-41627685	chr17:41626790-41626839	chr17:41627685-41627762	chr17:41626790-41627762	chr17:41626839-41627685	-	ENSG00000290861.2	KRT42P	annotated	0	0	0		0	0	0	
RI_6127	RI@chr17@41689069-41690088	chr17:41688885-41689069	chr17:41690088-41690189	chr17:41688885-41690189	chr17:41689069-41690088	+	ENSG00000173812.11	EIF1	annotated	5	21	16	0.4482758620689655	5	19	20	0.375
RI_6128	RI@chr17@41689941-41690088	chr17:41689778-41689941	chr17:41690088-41690189	chr17:41689778-41690189	chr17:41689941-41690088	+	ENSG00000173812.11	EIF1	annotated	13	21	1622	0.010372178157413058	13	19	1161	0.013593882752761258
RI_6129	RI@chr17@41690819-41690903	chr17:41690782-41690819	chr17:41690903-41692668	chr17:41690782-41692668	chr17:41690819-41690903	+	ENSG00000173812.11	EIF1	annotated	2139	1636	6	0.996831264853446	1495	1167	0	1.0
RI_6130	RI@chr17@41724829-41725004	chr17:41724766-41724829	chr17:41725004-41725154	chr17:41724766-41725154	chr17:41724829-41725004	-	ENSG00000173805.16	HAP1	unannotated	29	39	0	1.0	40	65	0	1.0
RI_6131	RI@chr17@41727144-41728201	chr17:41727053-41727144	chr17:41728201-41728331	chr17:41727053-41728331	chr17:41727144-41728201	-	ENSG00000173805.16	HAP1	unannotated	11	8	9		35	23	9	0.7631578947368421
RI_6132	RI@chr17@41832477-41832608	chr17:41832392-41832477	chr17:41832608-41832703	chr17:41832392-41832703	chr17:41832477-41832608	-	ENSG00000141698.17	NT5C3B	unannotated	5	3	1		3	2	0	
RI_6133	RI@chr17@41835642-41835859	chr17:41835588-41835642	chr17:41835859-41836260	chr17:41835588-41836260	chr17:41835642-41835859	-	ENSG00000141698.17	NT5C3B	unannotated	12	5	3		17	6	1	0.92
RI_6134	RI@chr17@41835682-41835859	chr17:41835588-41835682	chr17:41835859-41835957	chr17:41835588-41835957	chr17:41835682-41835859	-	ENSG00000141698.17	NT5C3B	annotated	5	5	4		8	6	9	
RI_6135	RI@chr17@41835957-41836182	chr17:41835588-41835957	chr17:41836182-41836260	chr17:41835588-41836260	chr17:41835957-41836182	-	ENSG00000141698.17	NT5C3B	unannotated	40	32	5	0.8780487804878049	30	25	3	0.9016393442622951
RI_6136	RI@chr17@41835957-41836079	chr17:41835588-41835957	chr17:41836079-41836260	chr17:41835588-41836260	chr17:41835957-41836079	-	ENSG00000141698.17	NT5C3B	unannotated	40	33	7	0.8390804597701149	30	28	4	0.8787878787878788
RI_6137	RI@chr17@41987905-41988732	chr17:41987819-41987905	chr17:41988732-41988896	chr17:41987819-41988896	chr17:41987905-41988732	-	ENSG00000168259.17	DNAJC7	annotated	458	14	0	1.0	215	5	0	1.0
RI_6138	RI@chr17@41987910-41988732	chr17:41987819-41987910	chr17:41988732-41988896	chr17:41987819-41988896	chr17:41987910-41988732	-	ENSG00000168259.17	DNAJC7	annotated	19	14	441	0.036065573770491806	13	5	209	0.04128440366972477
RI_6139	RI@chr17@42022472-42022570	chr17:42022399-42022472	chr17:42022570-42022640	chr17:42022399-42022640	chr17:42022472-42022570	+	ENSG00000168256.18	NKIRAS2	annotated	25	34	1	0.9672131147540983	22	23	0	1.0
RI_6140	RI@chr17@42022472-42022565	chr17:42022399-42022472	chr17:42022565-42022640	chr17:42022399-42022640	chr17:42022472-42022565	+	ENSG00000168256.18	NKIRAS2	annotated	25	36	1	0.9682539682539683	22	24	0	1.0
RI_6141	RI@chr17@42027728-42028050	chr17:42027618-42027728	chr17:42028050-42028246	chr17:42027618-42028246	chr17:42027728-42028050	-	ENSG00000187595.18	ZNF385C	unannotated	0	1	0		1	0	2	
RI_6142	RI@chr17@42117161-42117388	chr17:42117035-42117161	chr17:42117388-42117596	chr17:42117035-42117596	chr17:42117161-42117388	-	ENSG00000108773.11	KAT2A	unannotated	5	12	181	0.044854881266490766	1	8	97	0.04433497536945813
RI_6143	RI@chr17@42154322-42154655	chr17:42154235-42154322	chr17:42154655-42154709	chr17:42154235-42154709	chr17:42154322-42154655	+	ENSG00000267658.2	RAB5C-AS1	annotated	0	0	0		0	1	0	
RI_6144	RI@chr17@42155108-42155768	chr17:42154999-42155108	chr17:42155768-42156050	chr17:42154999-42156050	chr17:42155108-42155768	+	ENSG00000267658.2	RAB5C-AS1	unannotated	0	4	0		1	1	0	
RI_6145	RI@chr17@42210301-42210403	chr17:42210171-42210301	chr17:42210403-42210497	chr17:42210171-42210497	chr17:42210301-42210403	-	ENSG00000173757.11	STAT5B	annotated	1	4	74	0.032679738562091505	3	1	40	0.047619047619047616
RI_6146	RI@chr17@42217464-42218151	chr17:42217377-42217464	chr17:42218151-42218330	chr17:42217377-42218330	chr17:42217464-42218151	-	ENSG00000173757.11	STAT5B	annotated	10	6	53	0.13114754098360656	10	7	51	0.14285714285714285
RI_6147	RI@chr17@42218330-42218723	chr17:42217377-42218330	chr17:42218723-42218878	chr17:42217377-42218878	chr17:42218330-42218723	-	ENSG00000173757.11	STAT5B	annotated	5	0	49	0.04854368932038835	6	0	25	0.10714285714285714
RI_6148	RI@chr17@42223556-42224779	chr17:42223382-42223556	chr17:42224779-42224868	chr17:42223382-42224868	chr17:42223556-42224779	-	ENSG00000173757.11	STAT5B	annotated	1	4	58	0.04132231404958678	2	3	33	0.07042253521126761
RI_6149	RI@chr17@42309484-42310507	chr17:42309377-42309484	chr17:42310507-42311943	chr17:42309377-42311943	chr17:42309484-42310507	+	ENSG00000126561.18	STAT5A	unannotated	0	4	4		0	4	4	
RI_6150	RI@chr17@42316851-42317182	chr17:42316789-42316851	chr17:42317182-42317224	chr17:42316789-42317224	chr17:42316851-42317182	-	ENSG00000168610.17	STAT3	annotated	121	4	10	0.8620689655172413	125	7	5	0.9295774647887324
RI_6151	RI@chr17@42316889-42317182	chr17:42316789-42316889	chr17:42317182-42317224	chr17:42316789-42317224	chr17:42316889-42317182	-	ENSG00000168610.17	STAT3	annotated	113	4	0	1.0	129	7	1	0.9855072463768116
RI_6152	RI@chr17@42316901-42317182	chr17:42316789-42316901	chr17:42317182-42317224	chr17:42316789-42317224	chr17:42316901-42317182	-	ENSG00000168610.17	STAT3	annotated	11	4	93	0.07462686567164178	9	7	112	0.06666666666666667
RI_6153	RI@chr17@42317224-42317327	chr17:42317182-42317224	chr17:42317327-42317703	chr17:42317182-42317703	chr17:42317224-42317327	-	ENSG00000168610.17	STAT3	unannotated	15	17	0	1.0	32	20	0	1.0
RI_6154	RI@chr17@42323354-42323573	chr17:42323260-42323354	chr17:42323573-42323625	chr17:42323260-42323625	chr17:42323354-42323573	-	ENSG00000168610.17	STAT3	annotated	10	12	68	0.13924050632911392	11	13	80	0.13043478260869565
RI_6155	RI@chr17@42323354-42323453	chr17:42323260-42323354	chr17:42323453-42323625	chr17:42323260-42323625	chr17:42323354-42323453	-	ENSG00000168610.17	STAT3	annotated	10	8	0		11	12	1	0.92
RI_6156	RI@chr17@42329457-42329554	chr17:42329410-42329457	chr17:42329554-42329647	chr17:42329410-42329647	chr17:42329457-42329554	-	ENSG00000168610.17	STAT3	annotated	5	2	92	0.03664921465968586	4	0	103	0.01904761904761905
RI_6157	RI@chr17@42478589-42478927	chr17:42478463-42478589	chr17:42478927-42479049	chr17:42478463-42479049	chr17:42478589-42478927	+	ENSG00000033627.18	ATP6V0A1	unannotated	12	2	4		5	0	0	
RI_6158	RI@chr17@42516897-42521027	chr17:42516772-42516897	chr17:42521027-42522582	chr17:42516772-42522582	chr17:42516897-42521027	+	ENSG00000033627.18	ATP6V0A1	unannotated	13	45	0	1.0	5	8	0	
RI_6159	RI@chr17@42516949-42521027	chr17:42516772-42516949	chr17:42521027-42522582	chr17:42516772-42522582	chr17:42516949-42521027	+	ENSG00000033627.18	ATP6V0A1	unannotated	19	45	0	1.0	3	8	0	
RI_6160	RI@chr17@42547121-42547268	chr17:42546954-42547121	chr17:42547268-42547438	chr17:42546954-42547438	chr17:42547121-42547268	+	ENSG00000304438.1	ENSG00000304438	annotated	18	16	0	1.0	17	13	0	1.0
