event_id	pos_id	mse_n	exon	intron	strand	gene_id	gene_name	label	SRR601500_junction	SRR601500_PSI	SRR604528_junction	SRR604528_PSI
MSE_13733	MSE@chr15@84526781-84526876;84527619-84527667@84515034-84538532	2	chr15:84526781-84526876;chr15:84527619-84527667	chr15:84515034-84526781;chr15:84526876-84527619;chr15:84527667-84538532;chr15:84515034-84538532	-	ENSG00000291027.2	UBE2Q2P1	annotated	13;1;2;0		11;1;6;0	
MSE_13734	MSE@chr15@84526781-84526876;84532189-84532290@84515034-84538532	2	chr15:84526781-84526876;chr15:84532189-84532290	chr15:84515034-84526781;chr15:84526876-84532189;chr15:84532290-84538532;chr15:84515034-84538532	-	ENSG00000291027.2	UBE2Q2P1	annotated	13;0;0;0		11;0;1;0	
MSE_13735	MSE@chr15@84526781-84527477;84527619-84527667@84515034-84538532	2	chr15:84526781-84527477;chr15:84527619-84527667	chr15:84515034-84526781;chr15:84527477-84527619;chr15:84527667-84538532;chr15:84515034-84538532	-	ENSG00000291027.2	UBE2Q2P1	annotated	13;2;2;0		11;1;6;0	
MSE_13736	MSE@chr15@84527166-84527477;84527619-84527667@84526876-84538532	2	chr15:84527166-84527477;chr15:84527619-84527667	chr15:84526876-84527166;chr15:84527477-84527619;chr15:84527667-84538532;chr15:84526876-84538532	-	ENSG00000291027.2	UBE2Q2P1	annotated	0;2;2;5		0;1;6;3	
MSE_13737	MSE@chr15@84527454-84527477;84527619-84527667@84526876-84538532	2	chr15:84527454-84527477;chr15:84527619-84527667	chr15:84526876-84527454;chr15:84527477-84527619;chr15:84527667-84538532;chr15:84526876-84538532	-	ENSG00000291027.2	UBE2Q2P1	annotated	0;2;2;5		0;1;6;3	
MSE_13738	MSE@chr15@84527454-84527477;84527619-84527667@84526876-84532189	2	chr15:84527454-84527477;chr15:84527619-84527667	chr15:84526876-84527454;chr15:84527477-84527619;chr15:84527667-84532189;chr15:84526876-84532189	-	ENSG00000291027.2	UBE2Q2P1	annotated	0;2;0;0		0;1;0;0	
MSE_13739	MSE@chr15@84527454-84527477;84527619-84527667;84532189-84532290@84526876-84538532	3	chr15:84527454-84527477;chr15:84527619-84527667;chr15:84532189-84532290	chr15:84526876-84527454;chr15:84527477-84527619;chr15:84527667-84532189;chr15:84532290-84538532;chr15:84526876-84538532	-	ENSG00000291027.2	UBE2Q2P1	annotated	0;2;0;0;5		0;1;0;1;3	
MSE_13740	MSE@chr15@84527619-84527667;84532139-84532290@84527477-84538532	2	chr15:84527619-84527667;chr15:84532139-84532290	chr15:84527477-84527619;chr15:84527667-84532139;chr15:84532290-84538532;chr15:84527477-84538532	-	ENSG00000291027.2	UBE2Q2P1	annotated	2;0;0;2		1;0;1;0	
MSE_13741	MSE@chr15@84527619-84527667;84532189-84532290@84527477-84538532	2	chr15:84527619-84527667;chr15:84532189-84532290	chr15:84527477-84527619;chr15:84527667-84532189;chr15:84532290-84538532;chr15:84527477-84538532	-	ENSG00000291027.2	UBE2Q2P1	annotated	2;0;0;2		1;0;1;0	
MSE_13742	MSE@chr15@84527619-84527667;84537933-84538026@84527477-84538532	2	chr15:84527619-84527667;chr15:84537933-84538026	chr15:84527477-84527619;chr15:84527667-84537933;chr15:84538026-84538532;chr15:84527477-84538532	-	ENSG00000291027.2	UBE2Q2P1	annotated	2;0;0;2		1;0;0;0	
MSE_13743	MSE@chr15@84554966-84555070;84563162-84563453@84546277-84569505	2	chr15:84554966-84555070;chr15:84563162-84563453	chr15:84546277-84554966;chr15:84555070-84563162;chr15:84563453-84569505;chr15:84546277-84569505	-	ENSG00000291027.2	UBE2Q2P1	annotated	11;0;0;0		9;0;0;0	
MSE_13744	MSE@chr15@84554966-84555070;84568722-84568770@84546277-84569505	2	chr15:84554966-84555070;chr15:84568722-84568770	chr15:84546277-84554966;chr15:84555070-84568722;chr15:84568770-84569505;chr15:84546277-84569505	-	ENSG00000291027.2	UBE2Q2P1	annotated	11;0;0;0		9;0;0;0	
MSE_13745	MSE@chr15@84554966-84555070;84568722-84568878@84546277-84569505	2	chr15:84554966-84555070;chr15:84568722-84568878	chr15:84546277-84554966;chr15:84555070-84568722;chr15:84568878-84569505;chr15:84546277-84569505	-	ENSG00000291027.2	UBE2Q2P1	annotated	11;0;0;0		9;0;0;0	
MSE_13746	MSE@chr15@84554966-84555070;84568722-84568881@84546277-84569505	2	chr15:84554966-84555070;chr15:84568722-84568881	chr15:84546277-84554966;chr15:84555070-84568722;chr15:84568881-84569505;chr15:84546277-84569505	-	ENSG00000291027.2	UBE2Q2P1	annotated	11;0;0;0		9;0;0;0	
MSE_13747	MSE@chr15@84563162-84563453;84569505-84569679@84555070-84570487	2	chr15:84563162-84563453;chr15:84569505-84569679	chr15:84555070-84563162;chr15:84563453-84569505;chr15:84569679-84570487;chr15:84555070-84570487	-	ENSG00000291027.2	UBE2Q2P1	annotated	0;0;2;0		0;0;1;0	
MSE_13748	MSE@chr15@84568722-84568770;84569505-84569683@84555070-84570487	2	chr15:84568722-84568770;chr15:84569505-84569683	chr15:84555070-84568722;chr15:84568770-84569505;chr15:84569683-84570487;chr15:84555070-84570487	-	ENSG00000291027.2	UBE2Q2P1	annotated	0;0;2;0		0;0;0;0	
MSE_13749	MSE@chr15@84568722-84568770;84569505-84569683;84570487-84570643@84555070-84571059	3	chr15:84568722-84568770;chr15:84569505-84569683;chr15:84570487-84570643	chr15:84555070-84568722;chr15:84568770-84569505;chr15:84569683-84570487;chr15:84570643-84571059;chr15:84555070-84571059	-	ENSG00000291027.2	UBE2Q2P1	annotated	0;0;2;0;0		0;0;0;0;0	
MSE_13750	MSE@chr15@84568722-84568878;84569505-84569683@84555070-84570487	2	chr15:84568722-84568878;chr15:84569505-84569683	chr15:84555070-84568722;chr15:84568878-84569505;chr15:84569683-84570487;chr15:84555070-84570487	-	ENSG00000291027.2	UBE2Q2P1	annotated	0;0;2;0		0;0;0;0	
MSE_13753	MSE@chr15@84568722-84568881;84569505-84569683@84555070-84570487	2	chr15:84568722-84568881;chr15:84569505-84569683	chr15:84555070-84568722;chr15:84568881-84569505;chr15:84569683-84570487;chr15:84555070-84570487	-	ENSG00000291027.2	UBE2Q2P1	annotated	0;0;2;0		0;0;0;0	
MSE_13754	MSE@chr15@84568722-84568881;84569505-84569683;84570487-84570643@84555070-84571059	3	chr15:84568722-84568881;chr15:84569505-84569683;chr15:84570487-84570643	chr15:84555070-84568722;chr15:84568881-84569505;chr15:84569683-84570487;chr15:84570643-84571059;chr15:84555070-84571059	-	ENSG00000291027.2	UBE2Q2P1	annotated	0;0;2;0;0		0;0;0;0;0	
MSE_13755	MSE@chr15@84569505-84569654;84570487-84570643@84555070-84571059	2	chr15:84569505-84569654;chr15:84570487-84570643	chr15:84555070-84569505;chr15:84569654-84570487;chr15:84570643-84571059;chr15:84555070-84571059	-	ENSG00000291027.2	UBE2Q2P1	annotated	3;0;0;0		7;0;0;0	
MSE_13756	MSE@chr15@84569505-84569654;84570599-84570643@84555070-84571059	2	chr15:84569505-84569654;chr15:84570599-84570643	chr15:84555070-84569505;chr15:84569654-84570599;chr15:84570643-84571059;chr15:84555070-84571059	-	ENSG00000291027.2	UBE2Q2P1	annotated	3;0;0;0		7;0;0;0	
MSE_13757	MSE@chr15@84569505-84569654;84570599-84570843@84555070-84571059	2	chr15:84569505-84569654;chr15:84570599-84570843	chr15:84555070-84569505;chr15:84569654-84570599;chr15:84570843-84571059;chr15:84555070-84571059	-	ENSG00000291027.2	UBE2Q2P1	annotated	3;0;0;0		7;0;0;0	
MSE_13758	MSE@chr15@84569505-84569679;84570487-84570643@84555070-84571059	2	chr15:84569505-84569679;chr15:84570487-84570643	chr15:84555070-84569505;chr15:84569679-84570487;chr15:84570643-84571059;chr15:84555070-84571059	-	ENSG00000291027.2	UBE2Q2P1	annotated	3;2;0;0		7;1;0;0	
MSE_13759	MSE@chr15@84569505-84569679;84570599-84570643@84555070-84571059	2	chr15:84569505-84569679;chr15:84570599-84570643	chr15:84555070-84569505;chr15:84569679-84570599;chr15:84570643-84571059;chr15:84555070-84571059	-	ENSG00000291027.2	UBE2Q2P1	annotated	3;1;0;0		7;1;0;0	
MSE_13760	MSE@chr15@84569505-84569679;84570599-84570843@84555070-84571059	2	chr15:84569505-84569679;chr15:84570599-84570843	chr15:84555070-84569505;chr15:84569679-84570599;chr15:84570843-84571059;chr15:84555070-84571059	-	ENSG00000291027.2	UBE2Q2P1	annotated	3;1;0;0		7;1;0;0	
MSE_13761	MSE@chr15@84569505-84569683;84570487-84570637@84555070-84571059	2	chr15:84569505-84569683;chr15:84570487-84570637	chr15:84555070-84569505;chr15:84569683-84570487;chr15:84570637-84571059;chr15:84555070-84571059	-	ENSG00000291027.2	UBE2Q2P1	annotated	3;2;0;0		7;0;0;0	
MSE_13762	MSE@chr15@84569505-84569683;84570487-84570643@84555070-84571059	2	chr15:84569505-84569683;chr15:84570487-84570643	chr15:84555070-84569505;chr15:84569683-84570487;chr15:84570643-84571059;chr15:84555070-84571059	-	ENSG00000291027.2	UBE2Q2P1	annotated	3;2;0;0		7;0;0;0	
MSE_13763	MSE@chr15@84569505-84569683;84570487-84570843@84555070-84571059	2	chr15:84569505-84569683;chr15:84570487-84570843	chr15:84555070-84569505;chr15:84569683-84570487;chr15:84570843-84571059;chr15:84555070-84571059	-	ENSG00000291027.2	UBE2Q2P1	annotated	3;2;0;0		7;0;0;0	
MSE_13764	MSE@chr15@84569505-84569683;84570599-84570643@84555070-84571059	2	chr15:84569505-84569683;chr15:84570599-84570643	chr15:84555070-84569505;chr15:84569683-84570599;chr15:84570643-84571059;chr15:84555070-84571059	-	ENSG00000291027.2	UBE2Q2P1	annotated	3;0;0;0		7;0;0;0	
MSE_13765	MSE@chr15@84569505-84569683;84570599-84570687@84555070-84571059	2	chr15:84569505-84569683;chr15:84570599-84570687	chr15:84555070-84569505;chr15:84569683-84570599;chr15:84570687-84571059;chr15:84555070-84571059	-	ENSG00000291027.2	UBE2Q2P1	annotated	3;0;0;0		7;0;0;0	
MSE_13766	MSE@chr15@84569505-84569683;84570599-84570843@84555070-84571059	2	chr15:84569505-84569683;chr15:84570599-84570843	chr15:84555070-84569505;chr15:84569683-84570599;chr15:84570843-84571059;chr15:84555070-84571059	-	ENSG00000291027.2	UBE2Q2P1	annotated	3;0;0;0		7;0;0;0	
MSE_13767	MSE@chr15@84569505-84569683;84570712-84570843@84555070-84571059	2	chr15:84569505-84569683;chr15:84570712-84570843	chr15:84555070-84569505;chr15:84569683-84570712;chr15:84570843-84571059;chr15:84555070-84571059	-	ENSG00000291027.2	UBE2Q2P1	annotated	3;1;0;0		7;0;0;0	
MSE_13768	MSE@chr15@84571450-84571499;84572215-84572339;84573022-84573251@84570474-84577948	3	chr15:84571450-84571499;chr15:84572215-84572339;chr15:84573022-84573251	chr15:84570474-84571450;chr15:84571499-84572215;chr15:84572339-84573022;chr15:84573251-84577948;chr15:84570474-84577948	+	ENSG00000291028.2	LINC00933	annotated	0;0;0;1;0		0;0;0;0;0	
MSE_13769	MSE@chr15@84571450-84571499;84572215-84572339;84573022-84573251@84570734-84577948	3	chr15:84571450-84571499;chr15:84572215-84572339;chr15:84573022-84573251	chr15:84570734-84571450;chr15:84571499-84572215;chr15:84572339-84573022;chr15:84573251-84577948;chr15:84570734-84577948	+	ENSG00000291028.2	LINC00933	annotated	0;0;0;1;0		0;0;0;0;0	
MSE_13770	MSE@chr15@84572215-84572339;84573022-84573251@84570734-84577948	2	chr15:84572215-84572339;chr15:84573022-84573251	chr15:84570734-84572215;chr15:84572339-84573022;chr15:84573251-84577948;chr15:84570734-84577948	+	ENSG00000291028.2	LINC00933	annotated	0;0;1;0		0;0;0;0	
MSE_13771	MSE@chr15@84572215-84572339;84573022-84573251@84571228-84577948	2	chr15:84572215-84572339;chr15:84573022-84573251	chr15:84571228-84572215;chr15:84572339-84573022;chr15:84573251-84577948;chr15:84571228-84577948	+	ENSG00000291028.2	LINC00933	annotated	0;0;1;0		0;0;0;0	
MSE_13773	MSE@chr15@84572215-84572339;84573098-84573251@84571228-84577948	2	chr15:84572215-84572339;chr15:84573098-84573251	chr15:84571228-84572215;chr15:84572339-84573098;chr15:84573251-84577948;chr15:84571228-84577948	+	ENSG00000291028.2	LINC00933	annotated	0;0;1;0		0;0;0;0	
MSE_13774	MSE@chr15@84572215-84572344;84573022-84573251@84571228-84577948	2	chr15:84572215-84572344;chr15:84573022-84573251	chr15:84571228-84572215;chr15:84572344-84573022;chr15:84573251-84577948;chr15:84571228-84577948	+	ENSG00000291028.2	LINC00933	annotated	0;0;1;0		0;0;0;0	
MSE_13775	MSE@chr15@84572215-84572344;84573022-84573251@84570734-84577948	2	chr15:84572215-84572344;chr15:84573022-84573251	chr15:84570734-84572215;chr15:84572344-84573022;chr15:84573251-84577948;chr15:84570734-84577948	+	ENSG00000291028.2	LINC00933	annotated	0;0;1;0		0;0;0;0	
MSE_13776	MSE@chr15@84572215-84572344;84573098-84573251@84571228-84577948	2	chr15:84572215-84572344;chr15:84573098-84573251	chr15:84571228-84572215;chr15:84572344-84573098;chr15:84573251-84577948;chr15:84571228-84577948	+	ENSG00000291028.2	LINC00933	annotated	0;0;1;0		0;0;0;0	
MSE_13778	MSE@chr15@84670725-84670782;84679226-84679287@84670069-84680713	2	chr15:84670725-84670782;chr15:84679226-84679287	chr15:84670069-84670725;chr15:84670782-84679226;chr15:84679287-84680713;chr15:84670069-84680713	-	ENSG00000140612.14	SEC11A	annotated	102;0;0;1	0.9714285714285714	64;0;0;0	1.0
MSE_13779	MSE@chr15@84670725-84670782;84679932-84679969@84670069-84680713	2	chr15:84670725-84670782;chr15:84679932-84679969	chr15:84670069-84670725;chr15:84670782-84679932;chr15:84679969-84680713;chr15:84670069-84680713	-	ENSG00000140612.14	SEC11A	annotated	102;17;23;1	0.9793103448275862	64;16;22;0	1.0
MSE_13780	MSE@chr15@84679226-84679287;84680713-84680832@84670782-84687625	2	chr15:84679226-84679287;chr15:84680713-84680832	chr15:84670782-84679226;chr15:84679287-84680713;chr15:84680832-84687625;chr15:84670782-84687625	-	ENSG00000140612.14	SEC11A	annotated	0;0;83;0	1.0	0;0;83;1	0.9651162790697675
MSE_13781	MSE@chr15@84679932-84679969;84680713-84680832@84670782-84687625	2	chr15:84679932-84679969;chr15:84680713-84680832	chr15:84670782-84679932;chr15:84679969-84680713;chr15:84680832-84687625;chr15:84670782-84687625	-	ENSG00000140612.14	SEC11A	annotated	17;23;83;0	1.0	16;22;83;1	0.9758064516129032
MSE_13782	MSE@chr15@84933145-84933275;84935026-84935194;84935321-84935518@84924110-84943445	3	chr15:84933145-84933275;chr15:84935026-84935194;chr15:84935321-84935518	chr15:84924110-84933145;chr15:84933275-84935026;chr15:84935194-84935321;chr15:84935518-84943445;chr15:84924110-84943445	+	ENSG00000156222.12	SLC28A1	annotated	0;0;1;0;0		0;0;0;0;0	
MSE_13783	MSE@chr15@85075862-85075918;85076733-85076787@85067204-85083556	2	chr15:85075862-85075918;chr15:85076733-85076787	chr15:85067204-85075862;chr15:85075918-85076733;chr15:85076787-85083556;chr15:85067204-85083556	+	ENSG00000073417.15	PDE8A	annotated	11;8;9;0		22;25;14;2	0.9104477611940298
MSE_13784	MSE@chr15@85089338-85089416;85090718-85090915@85083644-85091044	2	chr15:85089338-85089416;chr15:85090718-85090915	chr15:85083644-85089338;chr15:85089416-85090718;chr15:85090915-85091044;chr15:85083644-85091044	+	ENSG00000073417.15	PDE8A	annotated	5;2;0;0		13;0;0;0	
MSE_13785	MSE@chr15@85089338-85089416;85090718-85090915;85091044-85091181@85083644-85097948	3	chr15:85089338-85089416;chr15:85090718-85090915;chr15:85091044-85091181	chr15:85083644-85089338;chr15:85089416-85090718;chr15:85090915-85091044;chr15:85091181-85097948;chr15:85083644-85097948	+	ENSG00000073417.15	PDE8A	annotated	5;2;0;6;0		13;0;0;12;1	
MSE_13786	MSE@chr15@85089338-85089416;85090718-85090915;85091044-85091181;85097948-85098036@85083644-85100015	4	chr15:85089338-85089416;chr15:85090718-85090915;chr15:85091044-85091181;chr15:85097948-85098036	chr15:85083644-85089338;chr15:85089416-85090718;chr15:85090915-85091044;chr15:85091181-85097948;chr15:85098036-85100015;chr15:85083644-85100015	+	ENSG00000073417.15	PDE8A	annotated	5;2;0;6;11;0		13;0;0;12;14;0	
MSE_13787	MSE@chr15@85089338-85089416;85090718-85090915;85091044-85091181;85097948-85098036;85100015-85100066;85100156-85100198@85083644-85109053	6	chr15:85089338-85089416;chr15:85090718-85090915;chr15:85091044-85091181;chr15:85097948-85098036;chr15:85100015-85100066;chr15:85100156-85100198	chr15:85083644-85089338;chr15:85089416-85090718;chr15:85090915-85091044;chr15:85091181-85097948;chr15:85098036-85100015;chr15:85100066-85100156;chr15:85100198-85109053;chr15:85083644-85109053	+	ENSG00000073417.15	PDE8A	annotated	5;2;0;6;11;13;13;0		13;0;0;12;14;16;12;0	
MSE_13788	MSE@chr15@85089338-85089416;85091044-85091181@85083644-85097948	2	chr15:85089338-85089416;chr15:85091044-85091181	chr15:85083644-85089338;chr15:85089416-85091044;chr15:85091181-85097948;chr15:85083644-85097948	+	ENSG00000073417.15	PDE8A	annotated	5;3;6;0		13;10;12;1	0.9210526315789473
MSE_13789	MSE@chr15@85089338-85089416;85091044-85091181;85097948-85098036@85083644-85100015	3	chr15:85089338-85089416;chr15:85091044-85091181;chr15:85097948-85098036	chr15:85083644-85089338;chr15:85089416-85091044;chr15:85091181-85097948;chr15:85098036-85100015;chr15:85083644-85100015	+	ENSG00000073417.15	PDE8A	annotated	5;3;6;11;0		13;10;12;14;0	1.0
MSE_13790	MSE@chr15@85089338-85089416;85091044-85091181;85097948-85098036;85100015-85100066;85100156-85100198@85083644-85109053	5	chr15:85089338-85089416;chr15:85091044-85091181;chr15:85097948-85098036;chr15:85100015-85100066;chr15:85100156-85100198	chr15:85083644-85089338;chr15:85089416-85091044;chr15:85091181-85097948;chr15:85098036-85100015;chr15:85100066-85100156;chr15:85100198-85109053;chr15:85083644-85109053	+	ENSG00000073417.15	PDE8A	annotated	5;3;6;11;13;13;0		13;10;12;14;16;12;0	1.0
MSE_13791	MSE@chr15@85089338-85089416;85097948-85098036@85083644-85100015	2	chr15:85089338-85089416;chr15:85097948-85098036	chr15:85083644-85089338;chr15:85089416-85097948;chr15:85098036-85100015;chr15:85083644-85100015	+	ENSG00000073417.15	PDE8A	annotated	5;1;11;0		13;0;14;0	
MSE_13792	MSE@chr15@85089338-85089416;85097948-85098036;85100015-85100066;85100156-85100198@85083644-85109053	4	chr15:85089338-85089416;chr15:85097948-85098036;chr15:85100015-85100066;chr15:85100156-85100198	chr15:85083644-85089338;chr15:85089416-85097948;chr15:85098036-85100015;chr15:85100066-85100156;chr15:85100198-85109053;chr15:85083644-85109053	+	ENSG00000073417.15	PDE8A	annotated	5;1;11;13;13;0		13;0;14;16;12;0	1.0
MSE_13793	MSE@chr15@85090718-85090915;85091044-85091181@85089416-85097948	2	chr15:85090718-85090915;chr15:85091044-85091181	chr15:85089416-85090718;chr15:85090915-85091044;chr15:85091181-85097948;chr15:85089416-85097948	+	ENSG00000073417.15	PDE8A	annotated	2;0;6;1		0;0;12;0	
MSE_13794	MSE@chr15@85091044-85091181;85097948-85098036@85083644-85100015	2	chr15:85091044-85091181;chr15:85097948-85098036	chr15:85083644-85091044;chr15:85091181-85097948;chr15:85098036-85100015;chr15:85083644-85100015	+	ENSG00000073417.15	PDE8A	annotated	0;6;11;0		0;12;14;0	
MSE_13795	MSE@chr15@85091044-85091181;85097948-85098036;85100015-85100066;85100156-85100198@85083644-85109053	4	chr15:85091044-85091181;chr15:85097948-85098036;chr15:85100015-85100066;chr15:85100156-85100198	chr15:85083644-85091044;chr15:85091181-85097948;chr15:85098036-85100015;chr15:85100066-85100156;chr15:85100198-85109053;chr15:85083644-85109053	+	ENSG00000073417.15	PDE8A	annotated	0;6;11;13;13;0		0;12;14;16;12;0	1.0
MSE_13796	MSE@chr15@85097948-85098036;85100015-85100066;85100156-85100198@85083644-85109053	3	chr15:85097948-85098036;chr15:85100015-85100066;chr15:85100156-85100198	chr15:85083644-85097948;chr15:85098036-85100015;chr15:85100066-85100156;chr15:85100198-85109053;chr15:85083644-85109053	+	ENSG00000073417.15	PDE8A	annotated	0;11;13;13;0		1;14;16;12;0	1.0
MSE_13797	MSE@chr15@85100015-85100066;85100156-85100198@85083644-85109053	2	chr15:85100015-85100066;chr15:85100156-85100198	chr15:85083644-85100015;chr15:85100066-85100156;chr15:85100198-85109053;chr15:85083644-85109053	+	ENSG00000073417.15	PDE8A	annotated	0;13;13;0		0;16;12;0	
MSE_13798	MSE@chr15@85315365-85315585;85319858-85319995@85314984-85330078	2	chr15:85315365-85315585;chr15:85319858-85319995	chr15:85314984-85315365;chr15:85315585-85319858;chr15:85319995-85330078;chr15:85314984-85330078	-	ENSG00000291212.2	ENSG00000291212	annotated	0;0;0;0		0;0;1;1	
MSE_13799	MSE@chr15@85315365-85315655;85326970-85327060@85314984-85330078	2	chr15:85315365-85315655;chr15:85326970-85327060	chr15:85314984-85315365;chr15:85315655-85326970;chr15:85327060-85330078;chr15:85314984-85330078	-	ENSG00000291212.2	ENSG00000291212	annotated	0;0;0;0		0;0;0;1	
MSE_13800	MSE@chr15@85319858-85319995;85326970-85327060@85314984-85330078	2	chr15:85319858-85319995;chr15:85326970-85327060	chr15:85314984-85319858;chr15:85319995-85326970;chr15:85327060-85330078;chr15:85314984-85330078	-	ENSG00000291212.2	ENSG00000291212	annotated	3;0;0;0		2;0;0;1	
MSE_13801	MSE@chr15@85319858-85319995;85337340-85337707@85314984-85340125	2	chr15:85319858-85319995;chr15:85337340-85337707	chr15:85314984-85319858;chr15:85319995-85337340;chr15:85337707-85340125;chr15:85314984-85340125	-	ENSG00000291212.2	ENSG00000291212	annotated	3;0;0;0		2;0;0;0	
MSE_13811	MSE@chr15@85658537-85658590;85662388-85662453@85655787-85664563	2	chr15:85658537-85658590;chr15:85662388-85662453	chr15:85655787-85658537;chr15:85658590-85662388;chr15:85662453-85664563;chr15:85655787-85664563	+	ENSG00000170776.22	AKAP13	annotated	1;2;4;4		7;1;2;1	
MSE_13840	MSE@chr15@87885694-87885735;87908489-87908563@87880428-87929191	2	chr15:87885694-87885735;chr15:87908489-87908563	chr15:87880428-87885694;chr15:87885735-87908489;chr15:87908563-87929191;chr15:87880428-87929191	-	ENSG00000140538.17	NTRK3	annotated	5;0;0;2		3;0;0;3	
MSE_13841	MSE@chr15@88128711-88128734;88135101-88135397@88127226-88135899	2	chr15:88128711-88128734;chr15:88135101-88135397	chr15:88127226-88128711;chr15:88128734-88135101;chr15:88135397-88135899;chr15:88127226-88135899	-	ENSG00000140538.17	NTRK3	annotated	45;34;52;0	1.0	38;34;39;0	1.0
MSE_13843	MSE@chr15@88603397-88603482;88603967-88604261@88600305-88604347	2	chr15:88603397-88603482;chr15:88603967-88604261	chr15:88600305-88603397;chr15:88603482-88603967;chr15:88604261-88604347;chr15:88600305-88604347	-	ENSG00000249487.8	LINC01586	annotated	0;0;2;0		0;0;2;0	
MSE_13844	MSE@chr15@88603397-88603482;88603971-88604261@88600305-88604347	2	chr15:88603397-88603482;chr15:88603971-88604261	chr15:88600305-88603397;chr15:88603482-88603971;chr15:88604261-88604347;chr15:88600305-88604347	-	ENSG00000249487.8	LINC01586	annotated	0;0;2;0		0;0;2;0	
MSE_13845	MSE@chr15@88860326-88860439;88868216-88868329@88859417-88871382	2	chr15:88860326-88860439;chr15:88868216-88868329	chr15:88859417-88860326;chr15:88860439-88868216;chr15:88868329-88871382;chr15:88859417-88871382	+	ENSG00000157766.19	ACAN	annotated	0;0;0;0		2;0;0;0	
MSE_13846	MSE@chr15@88908490-88908611;88909792-88909923@88907376-88913247	2	chr15:88908490-88908611;chr15:88909792-88909923	chr15:88907376-88908490;chr15:88908611-88909792;chr15:88909923-88913247;chr15:88907376-88913247	-	ENSG00000140545.16	MFGE8	annotated	0;2;58;0	1.0	2;0;33;1	0.9210526315789473
MSE_13847	MSE@chr15@88909792-88909923;88912124-88912176@88907376-88913247	2	chr15:88909792-88909923;chr15:88912124-88912176	chr15:88907376-88909792;chr15:88909923-88912124;chr15:88912176-88913247;chr15:88907376-88913247	-	ENSG00000140545.16	MFGE8	annotated	128;0;0;0	1.0	66;2;0;1	0.9577464788732395
MSE_13854	MSE@chr15@89090283-89090372;89102397-89102576@89088563-89103903	2	chr15:89090283-89090372;chr15:89102397-89102576	chr15:89088563-89090283;chr15:89090372-89102397;chr15:89102576-89103903;chr15:89088563-89103903	+	ENSG00000140526.18	ABHD2	annotated	0;0;0;0		0;0;0;1	
MSE_13855	MSE@chr15@89090283-89090372;89102397-89102576;89103903-89104044;89104182-89104270@89088563-89113725	4	chr15:89090283-89090372;chr15:89102397-89102576;chr15:89103903-89104044;chr15:89104182-89104270	chr15:89088563-89090283;chr15:89090372-89102397;chr15:89102576-89103903;chr15:89104044-89104182;chr15:89104270-89113725;chr15:89088563-89113725	+	ENSG00000140526.18	ABHD2	annotated	0;0;0;0;0;49	0.0	0;0;0;0;1;54	0.0036900369003690036
MSE_13856	MSE@chr15@89102500-89102576;89103903-89104044;89104182-89104270@89088563-89113725	3	chr15:89102500-89102576;chr15:89103903-89104044;chr15:89104182-89104270	chr15:89088563-89102500;chr15:89102576-89103903;chr15:89104044-89104182;chr15:89104270-89113725;chr15:89088563-89113725	+	ENSG00000140526.18	ABHD2	annotated	0;0;0;0;49	0.0	0;0;0;1;54	0.004608294930875576
MSE_13857	MSE@chr15@89103903-89104044;89104182-89104270@89088563-89113725	2	chr15:89103903-89104044;chr15:89104182-89104270	chr15:89088563-89103903;chr15:89104044-89104182;chr15:89104270-89113725;chr15:89088563-89113725	+	ENSG00000140526.18	ABHD2	annotated	0;0;0;49	0.0	1;0;1;54	0.012195121951219513
