event_id	pos_id	exon_a	exon_b	intron_a	intron_b	strand	gene_id	gene_name	label	SRR601500_junction_a	SRR601500_junction_b	SRR601500_PSI	SRR604528_junction_a	SRR604528_junction_b	SRR604528_PSI
THREE_8338	THREE@chr15@66987647-67059140@66987262-67059140	chr15:66987158-66987647	chr15:66987158-66987262	chr15:66987647-67059140	chr15:66987262-67059140	-	ENSG00000259347.10	SMAD3-DT	annotated	0	0		1	0	
THREE_8340	THREE@chr15@67066360-67164895@67066360-67164917	chr15:67164895-67165088	chr15:67164917-67165088	chr15:67066360-67164895	chr15:67066360-67164917	+	ENSG00000166949.18	SMAD3	annotated	24	0	1.0	30	0	1.0
THREE_8341	THREE@chr15@67165384-67166779@67165384-67166781	chr15:67166779-67166853	chr15:67166781-67166853	chr15:67165384-67166779	chr15:67165384-67166781	+	ENSG00000166949.18	SMAD3	annotated	30	0	1.0	28	0	1.0
THREE_8342	THREE@chr15@67515092-67519000@67515066-67519000	chr15:67514920-67515092	chr15:67514920-67515066	chr15:67515092-67519000	chr15:67515066-67519000	-	ENSG00000259673.7	IQCH-AS1	annotated	0	3		0	5	
THREE_8343	THREE@chr15@67515260-67519000@67515066-67519000	chr15:67514920-67515260	chr15:67514920-67515066	chr15:67515260-67519000	chr15:67515066-67519000	-	ENSG00000259673.7	IQCH-AS1	annotated	0	3		0	5	
THREE_8345	THREE@chr15@68211741-68214290@68211643-68214290	chr15:68211556-68211741	chr15:68211556-68211643	chr15:68211741-68214290	chr15:68211643-68214290	-	ENSG00000128973.13	CLN6	annotated	9	0		2	0	
THREE_8346	THREE@chr15@68211863-68214290@68211643-68214290	chr15:68211556-68211863	chr15:68211556-68211643	chr15:68211863-68214290	chr15:68211643-68214290	-	ENSG00000128973.13	CLN6	annotated	12	0	1.0	5	0	
THREE_8347	THREE@chr15@68211863-68214290@68211741-68214290	chr15:68211556-68211863	chr15:68211556-68211741	chr15:68211863-68214290	chr15:68211741-68214290	-	ENSG00000128973.13	CLN6	annotated	12	9	0.5714285714285714	5	2	
THREE_8348	THREE@chr15@68211921-68214290@68211863-68214290	chr15:68211675-68211921	chr15:68211675-68211863	chr15:68211921-68214290	chr15:68211863-68214290	-	ENSG00000128973.13	CLN6	annotated	0	12	0.0	0	5	
THREE_8349	THREE@chr15@68335845-68339500@68335814-68339500	chr15:68335697-68335845	chr15:68335697-68335814	chr15:68335845-68339500	chr15:68335814-68339500	-	ENSG00000137809.17	ITGA11	annotated	0	0		1	0	
THREE_8352	THREE@chr15@68787535-68787770@68787495-68787770	chr15:68787413-68787535	chr15:68787413-68787495	chr15:68787535-68787770	chr15:68787495-68787770	-	ENSG00000140350.15	ANP32A	annotated	185	0	1.0	102	0	1.0
THREE_8356	THREE@chr15@69441079-69444790@69441079-69444811	chr15:69444790-69445041	chr15:69444811-69445041	chr15:69441079-69444790	chr15:69441079-69444811	+	ENSG00000137807.16	KIF23	annotated	1	0		0	0	
THREE_8357	THREE@chr15@69446091-69446283@69446091-69446286	chr15:69446283-69446364	chr15:69446286-69446364	chr15:69446091-69446283	chr15:69446091-69446286	+	ENSG00000137807.16	KIF23	annotated	3	0		0	0	
THREE_8358	THREE@chr15@69453020-69453647@69453020-69455170	chr15:69453647-69455287	chr15:69455170-69455287	chr15:69453020-69453647	chr15:69453020-69455170	+	ENSG00000137818.12	RPLP1	annotated	1849	38	0.9798622151563328	2679	65	0.9763119533527697
THREE_8366	THREE@chr15@69563302-69563590@69563302-69563602	chr15:69563590-69563804	chr15:69563602-69563804	chr15:69563302-69563590	chr15:69563302-69563602	+	ENSG00000245750.12	DRAIC	annotated	3	0		1	0	
THREE_8367	THREE@chr15@69563804-69565194@69563804-69565224	chr15:69565194-69565527	chr15:69565224-69565527	chr15:69563804-69565194	chr15:69563804-69565224	+	ENSG00000245750.12	DRAIC	annotated	3	1		0	0	
THREE_8369	THREE@chr15@69563804-69565194@69563804-69565281	chr15:69565194-69565527	chr15:69565281-69565527	chr15:69563804-69565194	chr15:69563804-69565281	+	ENSG00000245750.12	DRAIC	annotated	3	0		0	0	
THREE_8370	THREE@chr15@69563804-69565224@69563804-69565281	chr15:69565224-69565527	chr15:69565281-69565527	chr15:69563804-69565224	chr15:69563804-69565281	+	ENSG00000245750.12	DRAIC	annotated	1	0		0	0	
THREE_8371	THREE@chr15@69565527-69569972@69565527-69570740	chr15:69569972-69571434	chr15:69570740-69571434	chr15:69565527-69569972	chr15:69565527-69570740	+	ENSG00000245750.12	DRAIC	annotated	0	3		0	2	
THREE_8375	THREE@chr15@70054685-70055049@70054680-70055049	chr15:70054438-70054685	chr15:70054438-70054680	chr15:70054685-70055049	chr15:70054680-70055049	-	ENSG00000140332.18	TLE3	annotated	24	0	1.0	14	0	1.0
THREE_8376	THREE@chr15@70055298-70056298@70055296-70056298	chr15:70055049-70055298	chr15:70055049-70055296	chr15:70055298-70056298	chr15:70055296-70056298	-	ENSG00000140332.18	TLE3	annotated	26	0	1.0	17	0	1.0
THREE_8377	THREE@chr15@70066218-70074533@70066215-70074533	chr15:70066014-70066218	chr15:70066014-70066215	chr15:70066218-70074533	chr15:70066215-70074533	-	ENSG00000140332.18	TLE3	annotated	16	0	1.0	12	2	0.8571428571428571
THREE_8389	THREE@chr15@72163476-72163613@72163363-72163613	chr15:72163266-72163476	chr15:72163266-72163363	chr15:72163476-72163613	chr15:72163363-72163613	-	ENSG00000175318.12	GRAMD2A	annotated	1	0		2	0	
THREE_8390	THREE@chr15@72203188-72206728@72202620-72206728	chr15:72202454-72203188	chr15:72202454-72202620	chr15:72203188-72206728	chr15:72202620-72206728	-	ENSG00000067225.21	PKM	annotated	2115	229	0.9023037542662116	352	363	0.49230769230769234
THREE_8392	THREE@chr15@72250957-72251207@72250954-72251207	chr15:72250845-72250957	chr15:72250845-72250954	chr15:72250957-72251207	chr15:72250954-72251207	-	ENSG00000213614.11	HEXA	annotated	43	139	0.23626373626373626	31	81	0.2767857142857143
THREE_8393	THREE@chr15@72271287-72272393@72271281-72272393	chr15:72271023-72271287	chr15:72271023-72271281	chr15:72271287-72272393	chr15:72271281-72272393	-	ENSG00000137817.17	PARP6	annotated	19	1	0.95	15	0	1.0
THREE_8394	THREE@chr15@72289287-72289375@72289284-72289375	chr15:72289138-72289287	chr15:72289138-72289284	chr15:72289287-72289375	chr15:72289284-72289375	-	ENSG00000140488.16	CELF6	annotated	26	4	0.8666666666666667	20	1	0.9523809523809523
THREE_8395	THREE@chr15@72346128-72346235@72345550-72346235	chr15:72345446-72346128	chr15:72345446-72345550	chr15:72346128-72346235	chr15:72345550-72346235	-	ENSG00000213614.11	HEXA	annotated	0	116	0.0	0	59	0.0
THREE_8396	THREE@chr15@72350693-72351133@72350650-72351133	chr15:72350518-72350693	chr15:72350518-72350650	chr15:72350693-72351133	chr15:72350650-72351133	-	ENSG00000213614.11	HEXA	annotated	0	68	0.0	1	33	0.029411764705882353
THREE_8397	THREE@chr15@72356650-72375720@72356617-72375720	chr15:72356525-72356650	chr15:72356525-72356617	chr15:72356650-72375720	chr15:72356617-72375720	-	ENSG00000213614.11	HEXA	annotated	0	62	0.0	0	28	0.0
THREE_8398	THREE@chr15@72356710-72362376@72356617-72362376	chr15:72356525-72356710	chr15:72356525-72356617	chr15:72356710-72362376	chr15:72356617-72362376	-	ENSG00000213614.11	HEXA	annotated	0	0		0	1	
THREE_8399	THREE@chr15@72370688-72375720@72370524-72375720	chr15:72370431-72370688	chr15:72370431-72370524	chr15:72370688-72375720	chr15:72370524-72375720	-	ENSG00000213614.11	HEXA	annotated	1	0		0	0	
THREE_8400	THREE@chr15@72370694-72375720@72370688-72375720	chr15:72370431-72370694	chr15:72370431-72370688	chr15:72370694-72375720	chr15:72370688-72375720	-	ENSG00000213614.11	HEXA	annotated	2	1		0	0	
THREE_8401	THREE@chr15@72370694-72375720@72370524-72375720	chr15:72370431-72370694	chr15:72370431-72370524	chr15:72370694-72375720	chr15:72370524-72375720	-	ENSG00000213614.11	HEXA	annotated	2	0		0	0	
THREE_8406	THREE@chr15@72567177-72570164@72567177-72570177	chr15:72570164-72570307	chr15:72570177-72570307	chr15:72567177-72570164	chr15:72567177-72570177	+	ENSG00000166233.15	ARIH1	annotated	0	80	0.0	1	27	0.03571428571428571
THREE_8408	THREE@chr15@72716850-72722789@72716850-72722794	chr15:72722789-72722847	chr15:72722794-72722847	chr15:72716850-72722789	chr15:72716850-72722794	+	ENSG00000140463.15	BBS4	annotated	0	23	0.0	0	16	0.0
THREE_8409	THREE@chr15@72731726-72735077@72731726-72735113	chr15:72735077-72735182	chr15:72735113-72735182	chr15:72731726-72735077	chr15:72731726-72735113	+	ENSG00000140463.15	BBS4	annotated	0	43	0.0	0	27	0.0
THREE_8410	THREE@chr15@72752895-72755556@72752892-72755556	chr15:72751369-72752895	chr15:72751369-72752892	chr15:72752895-72755556	chr15:72752892-72755556	-	ENSG00000159322.18	ADPGK	annotated	21	18	0.5384615384615384	7	8	
THREE_8411	THREE@chr15@72787593-72798000@72787593-72798004	chr15:72798000-72798201	chr15:72798004-72798201	chr15:72787593-72798000	chr15:72787593-72798004	+	ENSG00000260898.7	ADPGK-AS1	annotated	0	3		0	6	
THREE_8412	THREE@chr15@73178427-73236287@73178427-73236347	chr15:73236287-73236506	chr15:73236347-73236506	chr15:73178427-73236287	chr15:73178427-73236347	+	ENSG00000067141.17	NEO1	annotated	11	15	0.4230769230769231	10	11	0.47619047619047616
THREE_8413	THREE@chr15@73266411-73270010@73266411-73270058	chr15:73270010-73270233	chr15:73270058-73270233	chr15:73266411-73270010	chr15:73266411-73270058	+	ENSG00000067141.17	NEO1	annotated	25	14	0.6410256410256411	17	28	0.37777777777777777
THREE_8414	THREE@chr15@73563257-73570150@73563245-73570150	chr15:73563236-73563257	chr15:73563236-73563245	chr15:73563257-73570150	chr15:73563245-73570150	-	ENSG00000156642.17	NPTN	annotated	64	1060	0.05693950177935943	46	127	0.2658959537572254
THREE_8415	THREE@chr15@73592137-73633125@73592069-73633125	chr15:73591966-73592137	chr15:73591966-73592069	chr15:73592137-73633125	chr15:73592069-73633125	-	ENSG00000156642.17	NPTN	annotated	481	0	1.0	91	0	1.0
THREE_8416	THREE@chr15@73699718-73702255@73699718-73702380	chr15:73702255-73702593	chr15:73702380-73702593	chr15:73699718-73702255	chr15:73699718-73702380	+	ENSG00000103855.18	CD276	annotated	3	0		12	0	1.0
THREE_8417	THREE@chr15@73704472-73708339@73704472-73708363	chr15:73708339-73708473	chr15:73708363-73708473	chr15:73704472-73708339	chr15:73704472-73708363	+	ENSG00000103855.18	CD276	annotated	16	0	1.0	6	0	
THREE_8418	THREE@chr15@73713063-73713290@73713063-73713842	chr15:73713290-73714514	chr15:73713842-73714514	chr15:73713063-73713290	chr15:73713063-73713842	+	ENSG00000103855.18	CD276	annotated	0	2		0	0	
THREE_8419	THREE@chr15@73751697-73752110@73751097-73752110	chr15:73750975-73751697	chr15:73750975-73751097	chr15:73751697-73752110	chr15:73751097-73752110	-	ENSG00000205363.7	INSYN1	annotated	136	4	0.9714285714285714	103	4	0.9626168224299065
THREE_8423	THREE@chr15@73984871-73985318@73984868-73985318	chr15:73984659-73984871	chr15:73984659-73984868	chr15:73984871-73985318	chr15:73984868-73985318	-	ENSG00000067221.14	STOML1	annotated	120	42	0.7407407407407407	33	18	0.6470588235294118
THREE_8424	THREE@chr15@74024927-74033156@74024927-74036007	chr15:74033156-74036394	chr15:74036007-74036394	chr15:74024927-74033156	chr15:74024927-74036007	+	ENSG00000140464.20	PML	annotated	20	0	1.0	46	0	1.0
THREE_8425	THREE@chr15@74024927-74033156@74024927-74034478	chr15:74033156-74036394	chr15:74034478-74036394	chr15:74024927-74033156	chr15:74024927-74034478	+	ENSG00000140464.20	PML	annotated	20	1	0.9523809523809523	46	3	0.9387755102040817
THREE_8426	THREE@chr15@74024927-74034478@74024927-74036007	chr15:74034478-74036394	chr15:74036007-74036394	chr15:74024927-74034478	chr15:74024927-74036007	+	ENSG00000140464.20	PML	annotated	1	0		3	0	
THREE_8427	THREE@chr15@74034530-74035132@74034530-74035143	chr15:74035132-74036006	chr15:74035143-74036006	chr15:74034530-74035132	chr15:74034530-74035143	+	ENSG00000140464.20	PML	annotated	2	5		2	6	
THREE_8428	THREE@chr15@74034530-74035143@74034530-74035172	chr15:74035143-74036394	chr15:74035172-74036394	chr15:74034530-74035143	chr15:74034530-74035172	+	ENSG00000140464.20	PML	annotated	5	16	0.23809523809523808	6	23	0.20689655172413793
THREE_8429	THREE@chr15@74128624-74128965@74128477-74128965	chr15:74128020-74128624	chr15:74128020-74128477	chr15:74128624-74128965	chr15:74128477-74128965	-	ENSG00000248540.4	ENSG00000248540	annotated	6	0		0	0	
THREE_8430	THREE@chr15@74153205-74156127@74153169-74156127	chr15:74152788-74153205	chr15:74152788-74153169	chr15:74153205-74156127	chr15:74153169-74156127	-	ENSG00000261543.2	ENSG00000261543	annotated	15	6	0.7142857142857143	1	1	
THREE_8431	THREE@chr15@74182262-74182343@74182222-74182343	chr15:74182161-74182262	chr15:74182161-74182222	chr15:74182262-74182343	chr15:74182222-74182343	-	ENSG00000137868.19	STRA6	annotated	0	0		2	0	
THREE_8437	THREE@chr15@74348244-74365716@74348055-74365716	chr15:74347900-74348244	chr15:74347900-74348055	chr15:74348244-74365716	chr15:74348055-74365716	-	ENSG00000140459.18	CYP11A1	annotated	0	0		0	1	
THREE_8438	THREE@chr15@74448600-74449186@74448558-74449186	chr15:74448478-74448600	chr15:74448478-74448558	chr15:74448600-74449186	chr15:74448558-74449186	-	ENSG00000138629.16	UBL7	annotated	235	14	0.9437751004016064	127	16	0.8881118881118881
THREE_8442	THREE@chr15@74462098-74466016@74462098-74466036	chr15:74466016-74466130	chr15:74466036-74466130	chr15:74462098-74466016	chr15:74462098-74466036	+	ENSG00000247240.11	UBL7-DT	annotated	0	0		0	1	
THREE_8448	THREE@chr15@74479278-74481028@74479278-74481051	chr15:74481028-74481309	chr15:74481051-74481309	chr15:74479278-74481028	chr15:74479278-74481051	+	ENSG00000247240.11	UBL7-DT	annotated	0	1		0	0	
THREE_8449	THREE@chr15@74479278-74481051@74479278-74481081	chr15:74481051-74481309	chr15:74481081-74481309	chr15:74479278-74481051	chr15:74479278-74481081	+	ENSG00000247240.11	UBL7-DT	annotated	1	0		0	0	
THREE_8452	THREE@chr15@74479278-74513330@74479278-74513819	chr15:74513330-74513976	chr15:74513819-74513976	chr15:74479278-74513330	chr15:74479278-74513819	+	ENSG00000247240.11	UBL7-DT	annotated	1	0		0	0	
THREE_8453	THREE@chr15@74479278-74513330@74479278-74513775	chr15:74513330-74513976	chr15:74513775-74513976	chr15:74479278-74513330	chr15:74479278-74513775	+	ENSG00000247240.11	UBL7-DT	annotated	1	0		0	0	
THREE_8455	THREE@chr15@74591814-74593135@74591814-74593138	chr15:74593135-74593236	chr15:74593138-74593236	chr15:74591814-74593135	chr15:74591814-74593138	+	ENSG00000179361.18	ARID3B	annotated	0	3		0	0	
THREE_8456	THREE@chr15@74619348-74619967@74619348-74620009	chr15:74619967-74620225	chr15:74620009-74620225	chr15:74619348-74619967	chr15:74619348-74620009	+	ENSG00000179335.20	CLK3	annotated	5	46	0.09803921568627451	1	30	0.03225806451612903
THREE_8457	THREE@chr15@74620225-74622120@74620225-74622494	chr15:74622120-74622560	chr15:74622494-74622560	chr15:74620225-74622120	chr15:74620225-74622494	+	ENSG00000179335.20	CLK3	annotated	69	0	1.0	42	2	0.9545454545454546
THREE_8458	THREE@chr15@74721053-74721199@74720774-74721199	chr15:74720720-74721053	chr15:74720720-74720774	chr15:74721053-74721199	chr15:74720774-74721199	-	ENSG00000140465.15	CYP1A1	annotated	3	0		0	0	
THREE_8459	THREE@chr15@74722069-74722273@74721717-74722273	chr15:74721591-74722069	chr15:74721591-74721717	chr15:74722069-74722273	chr15:74721717-74722273	-	ENSG00000140465.15	CYP1A1	annotated	0	2		0	2	
THREE_8461	THREE@chr15@74723126-74725441@74722534-74725441	chr15:74722273-74723126	chr15:74722273-74722534	chr15:74723126-74725441	chr15:74722534-74725441	-	ENSG00000140465.15	CYP1A1	annotated	2	0		0	0	
THREE_8462	THREE@chr15@74723126-74725441@74723123-74725441	chr15:74722273-74723126	chr15:74722273-74723123	chr15:74723126-74725441	chr15:74723123-74725441	-	ENSG00000140465.15	CYP1A1	annotated	2	0		0	0	
THREE_8463	THREE@chr15@74782720-74798212@74782720-74798233	chr15:74798212-74798312	chr15:74798233-74798312	chr15:74782720-74798212	chr15:74782720-74798233	+	ENSG00000103653.17	CSK	annotated	0	30	0.0	1	16	0.058823529411764705
THREE_8466	THREE@chr15@74838192-74838266@74838173-74838266	chr15:74838152-74838192	chr15:74838152-74838173	chr15:74838192-74838266	chr15:74838173-74838266	-	ENSG00000140474.14	ULK3	annotated	102	0	1.0	44	0	1.0
THREE_8467	THREE@chr15@74841509-74842075@74841505-74842075	chr15:74841405-74841509	chr15:74841405-74841505	chr15:74841509-74842075	chr15:74841505-74842075	-	ENSG00000140474.14	ULK3	annotated	195	6	0.9701492537313433	77	0	1.0
THREE_8468	THREE@chr15@74842195-74842280@74842118-74842280	chr15:74842075-74842195	chr15:74842075-74842118	chr15:74842195-74842280	chr15:74842118-74842280	-	ENSG00000140474.14	ULK3	annotated	125	19	0.8680555555555556	54	0	1.0
THREE_8469	THREE@chr15@74842420-74842535@74842417-74842535	chr15:74842280-74842420	chr15:74842280-74842417	chr15:74842420-74842535	chr15:74842417-74842535	-	ENSG00000140474.14	ULK3	annotated	8	0		4	0	
THREE_8470	THREE@chr15@74842420-74843004@74842417-74843004	chr15:74842280-74842420	chr15:74842280-74842417	chr15:74842420-74843004	chr15:74842417-74843004	-	ENSG00000140474.14	ULK3	annotated	53	3	0.9464285714285714	25	3	0.8928571428571429
THREE_8471	THREE@chr15@74842449-74842539@74842420-74842539	chr15:74842280-74842449	chr15:74842280-74842420	chr15:74842449-74842539	chr15:74842420-74842539	-	ENSG00000140474.14	ULK3	annotated	0	1		0	1	
THREE_8472	THREE@chr15@74848701-74850514@74848645-74850514	chr15:74848600-74848701	chr15:74848600-74848645	chr15:74848701-74850514	chr15:74848645-74850514	-	ENSG00000140497.16	SCAMP2	annotated	45	0	1.0	38	0	1.0
THREE_8473	THREE@chr15@74890089-74890438@74890089-74890527	chr15:74890438-74890654	chr15:74890527-74890654	chr15:74890089-74890438	chr15:74890089-74890527	+	ENSG00000178802.18	MPI	annotated	0	37	0.0	0	10	0.0
THREE_8476	THREE@chr15@74890089-74890527@74890089-74890553	chr15:74890527-74890654	chr15:74890553-74890654	chr15:74890089-74890527	chr15:74890089-74890553	+	ENSG00000178802.18	MPI	annotated	37	0	1.0	10	0	1.0
THREE_8477	THREE@chr15@74890089-74890527@74890089-74890556	chr15:74890527-74890654	chr15:74890556-74890654	chr15:74890089-74890527	chr15:74890089-74890556	+	ENSG00000178802.18	MPI	annotated	37	0	1.0	10	0	1.0
THREE_8479	THREE@chr15@74890654-74891379@74890654-74891415	chr15:74891379-74891579	chr15:74891415-74891579	chr15:74890654-74891379	chr15:74890654-74891415	+	ENSG00000178802.18	MPI	annotated	72	0	1.0	47	0	1.0
THREE_8480	THREE@chr15@74902786-74904664@74902783-74904664	chr15:74902604-74902786	chr15:74902604-74902783	chr15:74902786-74904664	chr15:74902783-74904664	-	ENSG00000178761.15	FAM219B	annotated	68	21	0.7640449438202247	57	14	0.8028169014084507
THREE_8481	THREE@chr15@74906365-74906587@74905231-74906587	chr15:74904664-74906365	chr15:74904664-74905231	chr15:74906365-74906587	chr15:74905231-74906587	-	ENSG00000178761.15	FAM219B	annotated	52	23	0.6933333333333334	30	19	0.6122448979591837
THREE_8482	THREE@chr15@74905059-74905154@74905039-74905154	chr15:74904982-74905059	chr15:74904982-74905039	chr15:74905059-74905154	chr15:74905039-74905154	-	ENSG00000178761.15	FAM219B	annotated	18	5	0.782608695652174	11	0	1.0
THREE_8483	THREE@chr15@74995673-75007588@74995673-75007661	chr15:75007588-75007728	chr15:75007661-75007728	chr15:74995673-75007588	chr15:74995673-75007661	+	ENSG00000198794.12	SCAMP5	annotated	3	23	0.11538461538461539	0	9	
THREE_8484	THREE@chr15@75016749-75017797@75016749-75017870	chr15:75017797-75017971	chr15:75017870-75017971	chr15:75016749-75017797	chr15:75016749-75017870	+	ENSG00000198794.12	SCAMP5	annotated	4	618	0.006430868167202572	3	212	0.013953488372093023
THREE_8485	THREE@chr15@75017971-75018394@75017971-75018418	chr15:75018394-75018535	chr15:75018418-75018535	chr15:75017971-75018394	chr15:75017971-75018418	+	ENSG00000198794.12	SCAMP5	annotated	11	524	0.020560747663551402	2	168	0.011764705882352941
THREE_8492	THREE@chr15@75336230-75338355@75336230-75338646	chr15:75338355-75338984	chr15:75338646-75338984	chr15:75336230-75338355	chr15:75336230-75338646	+	ENSG00000140365.16	COMMD4	annotated	4	0		0	0	
THREE_8493	THREE@chr15@75338133-75338355@75338133-75338646	chr15:75338355-75338984	chr15:75338646-75338984	chr15:75338133-75338355	chr15:75338133-75338646	+	ENSG00000140365.16	COMMD4	annotated	92	23	0.8	50	3	0.9433962264150944
THREE_8494	THREE@chr15@75338420-75338576@75338420-75338646	chr15:75338576-75338685	chr15:75338646-75338685	chr15:75338420-75338576	chr15:75338420-75338646	+	ENSG00000140365.16	COMMD4	annotated	3	51	0.05555555555555555	2	51	0.03773584905660377
THREE_8495	THREE@chr15@75338685-75338985@75338685-75339037	chr15:75338985-75339104	chr15:75339037-75339104	chr15:75338685-75338985	chr15:75338685-75339037	+	ENSG00000140365.16	COMMD4	annotated	87	2	0.9775280898876404	62	0	1.0
THREE_8497	THREE@chr15@75347473-75347835@75347473-75347959	chr15:75347835-75347999	chr15:75347959-75347999	chr15:75347473-75347835	chr15:75347473-75347959	+	ENSG00000140398.14	NEIL1	annotated	0	2		0	0	
THREE_8498	THREE@chr15@75351376-75352032@75351376-75352111	chr15:75352032-75352230	chr15:75352111-75352230	chr15:75351376-75352032	chr15:75351376-75352111	+	ENSG00000140398.14	NEIL1	unannotated	0	4		0	0	
THREE_8499	THREE@chr15@75349339-75352032@75349339-75352111	chr15:75352032-75352230	chr15:75352111-75352230	chr15:75349339-75352032	chr15:75349339-75352111	+	ENSG00000140398.14	NEIL1	annotated	4	16	0.2	0	6	
THREE_8500	THREE@chr15@75356449-75356606@75356380-75356606	chr15:75356294-75356449	chr15:75356294-75356380	chr15:75356449-75356606	chr15:75356380-75356606	-	ENSG00000140400.18	MAN2C1	annotated	129	10	0.9280575539568345	96	7	0.9320388349514563
THREE_8501	THREE@chr15@75359191-75359328@75359153-75359328	chr15:75359059-75359191	chr15:75359059-75359153	chr15:75359191-75359328	chr15:75359153-75359328	-	ENSG00000140400.18	MAN2C1	annotated	3	47	0.06	1	23	0.041666666666666664
THREE_8502	THREE@chr15@75359438-75359620@75359425-75359620	chr15:75359328-75359438	chr15:75359328-75359425	chr15:75359438-75359620	chr15:75359425-75359620	-	ENSG00000140400.18	MAN2C1	annotated	0	66	0.0	2	23	0.08
THREE_8503	THREE@chr15@75362025-75362343@75361947-75362343	chr15:75361855-75362025	chr15:75361855-75361947	chr15:75362025-75362343	chr15:75361947-75362343	-	ENSG00000140400.18	MAN2C1	annotated	1	95	0.010416666666666666	0	43	0.0
THREE_8504	THREE@chr15@75367645-75368073@75367634-75368073	chr15:75367511-75367645	chr15:75367511-75367634	chr15:75367645-75368073	chr15:75367634-75368073	-	ENSG00000140400.18	MAN2C1	annotated	2	64	0.030303030303030304	1	42	0.023255813953488372
THREE_8505	THREE@chr15@75367977-75368073@75367634-75368073	chr15:75367511-75367977	chr15:75367511-75367634	chr15:75367977-75368073	chr15:75367634-75368073	-	ENSG00000140400.18	MAN2C1	annotated	2	64	0.030303030303030304	0	42	0.0
THREE_8506	THREE@chr15@75367977-75368073@75367645-75368073	chr15:75367511-75367977	chr15:75367511-75367645	chr15:75367977-75368073	chr15:75367645-75368073	-	ENSG00000140400.18	MAN2C1	annotated	2	2		0	1	
THREE_8507	THREE@chr15@75368198-75368483@75368159-75368483	chr15:75368073-75368198	chr15:75368073-75368159	chr15:75368198-75368483	chr15:75368159-75368483	-	ENSG00000140400.18	MAN2C1	annotated	23	3	0.8846153846153846	18	1	0.9473684210526315
THREE_8508	THREE@chr15@75376015-75380629@75375872-75380629	chr15:75375665-75376015	chr15:75375665-75375872	chr15:75376015-75380629	chr15:75375872-75380629	-	ENSG00000169375.17	SIN3A	annotated	0	64	0.0	2	45	0.0425531914893617
THREE_8509	THREE@chr15@75381720-75384264@75381705-75384264	chr15:75381613-75381720	chr15:75381613-75381705	chr15:75381720-75384264	chr15:75381705-75384264	-	ENSG00000169375.17	SIN3A	annotated	0	29	0.0	0	27	0.0
THREE_8510	THREE@chr15@75622490-75625336@75622408-75625336	chr15:75622342-75622490	chr15:75622342-75622408	chr15:75622490-75625336	chr15:75622408-75625336	-	ENSG00000169371.14	SNUPN	annotated	1	0		0	0	
THREE_8511	THREE@chr15@75732152-75738387@75732128-75738387	chr15:75731967-75732152	chr15:75731967-75732128	chr15:75732152-75738387	chr15:75732128-75738387	-	ENSG00000246877.3	DNM1P35	annotated	2	0		0	0	
THREE_8513	THREE@chr15@75735742-75738387@75735178-75738387	chr15:75734786-75735742	chr15:75734786-75735178	chr15:75735742-75738387	chr15:75735178-75738387	-	ENSG00000246877.3	DNM1P35	annotated	3	0		0	0	
THREE_8514	THREE@chr15@75735742-75738387@75735321-75738387	chr15:75734786-75735742	chr15:75734786-75735321	chr15:75735742-75738387	chr15:75735321-75738387	-	ENSG00000246877.3	DNM1P35	annotated	3	0		0	0	
THREE_8515	THREE@chr15@75735736-75738387@75735303-75738387	chr15:75734790-75735736	chr15:75734790-75735303	chr15:75735736-75738387	chr15:75735303-75738387	-	ENSG00000246877.3	DNM1P35	annotated	0	4		0	5	
THREE_8526	THREE@chr15@76227230-76231333@76225929-76231333	chr15:76225849-76227230	chr15:76225849-76225929	chr15:76227230-76231333	chr15:76225929-76231333	-	ENSG00000140374.17	ETFA	annotated	2	166	0.011904761904761904	3	105	0.027777777777777776
THREE_8527	THREE@chr15@76227918-76231333@76227897-76231333	chr15:76227713-76227918	chr15:76227713-76227897	chr15:76227918-76231333	chr15:76227897-76231333	-	ENSG00000140374.17	ETFA	annotated	1	0		0	0	
THREE_8528	THREE@chr15@76286481-76287846@76286463-76287846	chr15:76286371-76286481	chr15:76286371-76286463	chr15:76286481-76287846	chr15:76286463-76287846	-	ENSG00000140374.17	ETFA	annotated	147	8	0.9483870967741935	105	5	0.9545454545454546
THREE_8529	THREE@chr15@76292700-76311350@76292513-76311350	chr15:76292431-76292700	chr15:76292431-76292513	chr15:76292700-76311350	chr15:76292513-76311350	-	ENSG00000140374.17	ETFA	annotated	10	1	0.9090909090909091	11	1	0.9166666666666666
THREE_8530	THREE@chr15@76292700-76295591@76292513-76295591	chr15:76292431-76292700	chr15:76292431-76292513	chr15:76292700-76295591	chr15:76292513-76295591	-	ENSG00000140374.17	ETFA	annotated	104	0	1.0	94	4	0.9591836734693877
THREE_8531	THREE@chr15@76310064-76311350@76310062-76311350	chr15:76309932-76310064	chr15:76309932-76310062	chr15:76310064-76311350	chr15:76310062-76311350	-	ENSG00000140374.17	ETFA	annotated	3	0		7	0	
THREE_8532	THREE@chr15@77025604-77027746@77025604-77027852	chr15:77027746-77027914	chr15:77027852-77027914	chr15:77025604-77027746	chr15:77025604-77027852	+	ENSG00000140368.14	PSTPIP1	annotated	0	0		0	1	
THREE_8534	THREE@chr15@77025604-77027800@77025604-77027852	chr15:77027800-77027914	chr15:77027852-77027914	chr15:77025604-77027800	chr15:77025604-77027852	+	ENSG00000140368.14	PSTPIP1	annotated	0	0		0	1	
