event_id	pos_id	exon_a	exon_b	intron_a1	intron_a2	intron_b1	intron_b2	strand	gene_id	gene_name	label	SRR601500_junction_a1	SRR601500_junction_a2	SRR601500_junction_b1	SRR601500_junction_b2	SRR601500_PSI	SRR604528_junction_a1	SRR604528_junction_a2	SRR604528_junction_b1	SRR604528_junction_b2	SRR604528_PSI
MXE_141	MXE@chr12@91986697@91987533-91987643@91987644-91987794@91989097	chr12:91987533-91987643	chr12:91987644-91987794	chr12:91986697-91987533	chr12:91987643-91989097	chr12:91986697-91987644	chr12:91987794-91989097	-	ENSG00000257242.10	LINC01619	annotated	1	3	0	0		0	0	0	0	
MXE_142	MXE@chr12@9648328@9648865-9648906@9653683-9653808@9655873	chr12:9648865-9648906	chr12:9653683-9653808	chr12:9648328-9648865	chr12:9648906-9655873	chr12:9648328-9653683	chr12:9653808-9655873	+	ENSG00000284634.2	ENSG00000284634	annotated	0	0	0	3		0	0	0	3	
MXE_143	MXE@chr12@96920125@96924833-96924942@96934976-96935205@96936611	chr12:96924833-96924942	chr12:96934976-96935205	chr12:96920125-96924833	chr12:96924942-96936611	chr12:96920125-96934976	chr12:96935205-96936611	+	ENSG00000139350.13	NEDD1	annotated	0	0	4	3		0	0	5	6	
MXE_145	MXE@chr12@98594135@98595433-98595557@98595727-98595848@98597856	chr12:98595433-98595557	chr12:98595727-98595848	chr12:98594135-98595433	chr12:98595557-98597856	chr12:98594135-98595727	chr12:98595848-98597856	+	ENSG00000075415.15	SLC25A3	annotated	5	21	459	879	0.01906158357771261	0	7	200	366	0.012216404886561954
MXE_146	MXE@chr12@98594135@98595433-98595661@98595727-98595848@98597856	chr12:98595433-98595661	chr12:98595727-98595848	chr12:98594135-98595433	chr12:98595661-98597856	chr12:98594135-98595727	chr12:98595848-98597856	+	ENSG00000075415.15	SLC25A3	annotated	5	1	459	879	0.004464285714285714	0	2	200	366	0.0035211267605633804
MXE_147	MXE@chr12@98781203@98781490-98781498@98782126-98782137@98798934	chr12:98781490-98781498	chr12:98782126-98782137	chr12:98781203-98781490	chr12:98781498-98798934	chr12:98781203-98782126	chr12:98782137-98798934	-	ENSG00000185046.21	ANKS1B	annotated	0	0	313	255	0.0	0	0	102	88	0.0
MXE_148	MXE@chr13@102799521@102805058-102805239@102805307-102805390@102807146	chr13:102805058-102805239	chr13:102805307-102805390	chr13:102799521-102805058	chr13:102805239-102807146	chr13:102799521-102805307	chr13:102805390-102807146	+	ENSG00000134897.14	BIVM	annotated	0	1	4	3		0	0	3	3	
MXE_149	MXE@chr13@105707629@105730315-105730458@105751098-105751171@105752528	chr13:105730315-105730458	chr13:105751098-105751171	chr13:105707629-105730315	chr13:105730458-105752528	chr13:105707629-105751098	chr13:105751171-105752528	+	ENSG00000226620.9	LINC00343	annotated	0	0	0	1		0	0	0	0	
MXE_150	MXE@chr13@105707629@105730315-105730458@105751103-105751171@105752528	chr13:105730315-105730458	chr13:105751103-105751171	chr13:105707629-105730315	chr13:105730458-105752528	chr13:105707629-105751103	chr13:105751171-105752528	+	ENSG00000226620.9	LINC00343	annotated	0	0	0	1		0	0	0	0	
MXE_151	MXE@chr13@112875941@112878217-112878303@112880546-112880649@112881876	chr13:112878217-112878303	chr13:112880546-112880649	chr13:112875941-112878217	chr13:112878303-112881876	chr13:112875941-112880546	chr13:112880649-112881876	+	ENSG00000068650.19	ATP11A	annotated	15	5	0	0	1.0	7	1	0	1	
MXE_153	MXE@chr13@32403200@32404203-32404271@32404321-32404397@32407250	chr13:32404203-32404271	chr13:32404321-32404397	chr13:32403200-32404203	chr13:32404271-32407250	chr13:32403200-32404321	chr13:32404397-32407250	-	ENSG00000139597.18	N4BP2L1	annotated	46	23	50	36	0.44516129032258067	15	10	13	11	0.5102040816326531
MXE_154	MXE@chr13@36985740@36989484-36989555@36993604-36993672@36994989	chr13:36989484-36989555	chr13:36993604-36993672	chr13:36985740-36989484	chr13:36989555-36994989	chr13:36985740-36993604	chr13:36993672-36994989	-	ENSG00000120697.10	ALG5	annotated	33	0	0	44	0.42857142857142855	21	0	0	18	0.5384615384615384
MXE_155	MXE@chr13@37024193@37024340-37024442@37025191-37025437@37026204	chr13:37024340-37024442	chr13:37025191-37025437	chr13:37024193-37024340	chr13:37024442-37026204	chr13:37024193-37025191	chr13:37025437-37026204	-	ENSG00000102710.21	SUPT20H	annotated	68	0	0	19	0.7816091954022989	41	0	0	15	0.7321428571428571
MXE_156	MXE@chr13@38545282@38638449-38638598@38683687-38683787@38686439	chr13:38638449-38638598	chr13:38683687-38683787	chr13:38545282-38638449	chr13:38638598-38686439	chr13:38545282-38683687	chr13:38683787-38686439	-	ENSG00000236354.2	LINC00437	annotated	0	0	0	1		0	0	0	0	
MXE_157	MXE@chr13@40204518@40217578-40217750@40343957-40344205@40350109	chr13:40217578-40217750	chr13:40343957-40344205	chr13:40204518-40217578	chr13:40217750-40350109	chr13:40204518-40343957	chr13:40344205-40350109	-	ENSG00000215483.13	LINC00598	annotated	0	0	0	0		1	0	0	1	
MXE_166	MXE@chr13@75526639@75530114-75530266@75530311-75530408@75537664	chr13:75530114-75530266	chr13:75530311-75530408	chr13:75526639-75530114	chr13:75530266-75537664	chr13:75526639-75530311	chr13:75530408-75537664	-	ENSG00000188243.14	COMMD6	annotated	241	189	0	0	1.0	225	167	0	0	1.0
MXE_167	MXE@chr13@75526639@75530114-75530266@75530311-75530405@75537664	chr13:75530114-75530266	chr13:75530311-75530405	chr13:75526639-75530114	chr13:75530266-75537664	chr13:75526639-75530311	chr13:75530405-75537664	-	ENSG00000188243.14	COMMD6	annotated	241	189	0	0	1.0	225	167	0	1	0.9974554707379135
MXE_170	MXE@chr13@98837609@98845329-98845372@98845924-98846060@98848592	chr13:98845329-98845372	chr13:98845924-98846060	chr13:98837609-98845329	chr13:98845372-98848592	chr13:98837609-98845924	chr13:98846060-98848592	-	ENSG00000088387.22	DOCK9	annotated	17	10	65	5	0.27835051546391754	10	5	30	1	0.32608695652173914
MXE_171	MXE@chr13@98837609@98845329-98845372@98845924-98845991@98848592	chr13:98845329-98845372	chr13:98845924-98845991	chr13:98837609-98845329	chr13:98845372-98848592	chr13:98837609-98845924	chr13:98845991-98848592	-	ENSG00000088387.22	DOCK9	annotated	17	10	65	52	0.1875	10	5	30	27	0.20833333333333334
MXE_172	MXE@chr13@99891437@99892443-99893352@99905270-99905405@99908055	chr13:99892443-99893352	chr13:99905270-99905405	chr13:99891437-99892443	chr13:99893352-99908055	chr13:99891437-99905270	chr13:99905405-99908055	+	ENSG00000125246.16	CLYBL	annotated	7	0	2	0		15	0	0	0	
MXE_173	MXE@chr14@101762970@101786018-101786183@101818992-101819085@101856686	chr14:101786018-101786183	chr14:101818992-101819085	chr14:101762970-101786018	chr14:101786183-101856686	chr14:101762970-101818992	chr14:101819085-101856686	+	ENSG00000078304.20	PPP2R5C	annotated	113	119	1	0	0.9957081545064378	70	76	0	1	0.9931972789115646
MXE_174	MXE@chr14@101883562@101889982-101890192@101890237-101890296@101893000	chr14:101889982-101890192	chr14:101890237-101890296	chr14:101883562-101889982	chr14:101890192-101893000	chr14:101883562-101890237	chr14:101890296-101893000	+	ENSG00000078304.20	PPP2R5C	annotated	0	0	63	86	0.0	0	0	62	58	0.0
MXE_175	MXE@chr14@102195120@102197755-102197847@102208862-102209862@102212520	chr14:102197755-102197847	chr14:102208862-102209862	chr14:102195120-102197755	chr14:102197847-102212520	chr14:102195120-102208862	chr14:102209862-102212520	+	ENSG00000140153.18	WDR20	unannotated	1	0	2	2		0	0	0	0	
MXE_178	MXE@chr14@22926814@22927526-22927614@22928126-22928615@22929252	chr14:22927526-22927614	chr14:22928126-22928615	chr14:22926814-22927526	chr14:22927614-22929252	chr14:22926814-22928126	chr14:22928615-22929252	-	ENSG00000100462.16	PRMT5	annotated	52	1	0	46	0.5353535353535354	39	0	0	26	0.6
MXE_179	MXE@chr14@22926814@22927526-22927614@22928126-22928211@22928497	chr14:22927526-22927614	chr14:22928126-22928211	chr14:22926814-22927526	chr14:22927614-22928497	chr14:22926814-22928126	chr14:22928211-22928497	-	ENSG00000100462.16	PRMT5	annotated	52	0	0	47	0.5252525252525253	39	1	0	37	0.5194805194805194
MXE_181	MXE@chr14@35081559@35092094-35092211@35099652-35099695@35102681	chr14:35092094-35092211	chr14:35099652-35099695	chr14:35081559-35092094	chr14:35092211-35102681	chr14:35081559-35099652	chr14:35099695-35102681	+	ENSG00000151327.14	FAM177A1	annotated	1	6	0	0		1	2	0	0	
MXE_182	MXE@chr14@37308519@37369517-37369624@37396976-37397014@37422855	chr14:37369517-37369624	chr14:37396976-37397014	chr14:37308519-37369517	chr14:37369624-37422855	chr14:37308519-37396976	chr14:37397014-37422855	+	ENSG00000151338.21	MIPOL1	annotated	4	3	0	0		5	1	0	0	
MXE_186	MXE@chr14@54397077@54399894-54399912@54401524-54401579@54408745	chr14:54399894-54399912	chr14:54401524-54401579	chr14:54397077-54399894	chr14:54399912-54408745	chr14:54397077-54401524	chr14:54401579-54408745	+	ENSG00000100526.21	CDKN3	annotated	2	0	9	8		3	0	0	2	
MXE_189	MXE@chr14@70055813@70060836-70060939@70063823-70063929@70166639	chr14:70060836-70060939	chr14:70063823-70063929	chr14:70055813-70060836	chr14:70060939-70166639	chr14:70055813-70063823	chr14:70063929-70166639	-	ENSG00000100678.20	SLC8A3	annotated	0	8	0	0		0	4	0	0	
MXE_191	MXE@chr14@70809939@70810196-70810291@70810326-70810488@70815111	chr14:70810196-70810291	chr14:70810326-70810488	chr14:70809939-70810196	chr14:70810291-70815111	chr14:70809939-70810326	chr14:70810488-70815111	+	ENSG00000259153.5	MAP3K9-DT	annotated	1	0	0	0		0	0	0	0	
MXE_192	MXE@chr14@70809939@70810196-70810291@70810326-70810665@70815111	chr14:70810196-70810291	chr14:70810326-70810665	chr14:70809939-70810196	chr14:70810291-70815111	chr14:70809939-70810326	chr14:70810665-70815111	+	ENSG00000259153.5	MAP3K9-DT	annotated	1	0	0	10		0	0	0	5	
MXE_193	MXE@chr14@71052012@71053297-71053412@71055504-71055562@71073545	chr14:71053297-71053412	chr14:71055504-71055562	chr14:71052012-71053297	chr14:71053412-71073545	chr14:71052012-71055504	chr14:71055562-71073545	+	ENSG00000100731.16	PCNX1	annotated	0	0	6	0		0	0	6	0	
MXE_195	MXE@chr14@76176690@76177892-76177931@76177988-76178042@76180764	chr14:76177892-76177931	chr14:76177988-76178042	chr14:76176690-76177892	chr14:76177931-76180764	chr14:76176690-76177988	chr14:76178042-76180764	+	ENSG00000089916.18	GPATCH2L	annotated	2	3	7	6		2	2	10	14	0.14285714285714285
MXE_196	MXE@chr14@76176690@76177892-76177931@76177988-76178042@76178208	chr14:76177892-76177931	chr14:76177988-76178042	chr14:76176690-76177892	chr14:76177931-76178208	chr14:76176690-76177988	chr14:76178042-76178208	+	ENSG00000089916.18	GPATCH2L	annotated	2	0	7	0		2	0	10	0	
MXE_197	MXE@chr14@81094324@81095434-81095566@81099399-81099526@81107033	chr14:81095434-81095566	chr14:81099399-81099526	chr14:81094324-81095434	chr14:81095566-81107033	chr14:81094324-81099399	chr14:81099526-81107033	-	ENSG00000284959.4	ENSG00000284959	annotated	0	0	0	0		0	0	1	0	
MXE_200	MXE@chr14@85530534@85531167-85531222@85551694-85551780@85552733	chr14:85531167-85531222	chr14:85551694-85551780	chr14:85530534-85531167	chr14:85531222-85552733	chr14:85530534-85551694	chr14:85551780-85552733	+	ENSG00000185070.12	FLRT2	annotated	1	0	0	0		2	0	0	0	
MXE_201	MXE@chr14@88841196@88841425-88841557@88843806-88843850@88852971	chr14:88841425-88841557	chr14:88843806-88843850	chr14:88841196-88841425	chr14:88841557-88852971	chr14:88841196-88843806	chr14:88843850-88852971	+	ENSG00000165533.19	TTC8	annotated	23	0	5	36	0.359375	12	0	2	20	0.35294117647058826
MXE_202	MXE@chr14@89955970@89956578-89956800@89963225-89963673@89966147	chr14:89956578-89956800	chr14:89963225-89963673	chr14:89955970-89956578	chr14:89956800-89966147	chr14:89955970-89963225	chr14:89963673-89966147	+	ENSG00000042088.14	TDP1	annotated	0	0	0	6		0	0	0	3	
MXE_207	MXE@chr15@101966223@101972583-101972616@101975013-101975165@101975924	chr15:101972583-101972616	chr15:101975013-101975165	chr15:101966223-101972583	chr15:101972616-101975924	chr15:101966223-101975013	chr15:101975165-101975924	+	ENSG00000290823.2	ENSG00000290823	annotated	85	0	0	114	0.4271356783919598	56	0	0	78	0.417910447761194
MXE_209	MXE@chr15@20942560@20972106-20972149@20990620-20990728@21002811	chr15:20972106-20972149	chr15:20990620-20990728	chr15:20942560-20972106	chr15:20972149-21002811	chr15:20942560-20990620	chr15:20990728-21002811	+	ENSG00000258710.9	LINC01193	annotated	0	0	0	1		0	0	0	1	
MXE_210	MXE@chr15@25075866@25076857-25076990@25077034-25077316@25078862	chr15:25076857-25076990	chr15:25077034-25077316	chr15:25075866-25076857	chr15:25076990-25078862	chr15:25075866-25077034	chr15:25077316-25078862	+	ENSG00000224078.16	SNHG14	annotated	22	14	0	3	0.9230769230769231	17	20	1	0	0.9736842105263158
MXE_211	MXE@chr15@25087599@25089614-25089866@25089912-25090010@25091590	chr15:25089614-25089866	chr15:25089912-25090010	chr15:25087599-25089614	chr15:25089866-25091590	chr15:25087599-25089912	chr15:25090010-25091590	+	ENSG00000224078.16	SNHG14	annotated	37	29	2	1	0.9565217391304348	32	43	2	0	0.974025974025974
MXE_212	MXE@chr15@25089866@25091590-25091719@25091769-25091931@25093834	chr15:25091590-25091719	chr15:25091769-25091931	chr15:25089866-25091590	chr15:25091719-25093834	chr15:25089866-25091769	chr15:25091931-25093834	+	ENSG00000224078.16	SNHG14	annotated	29	35	0	0	1.0	43	38	0	0	1.0
MXE_213	MXE@chr15@26446499@26446903-26447078@26447120-26447432@26449018	chr15:26446903-26447078	chr15:26447120-26447432	chr15:26446499-26446903	chr15:26447078-26449018	chr15:26446499-26447120	chr15:26447432-26449018	+	ENSG00000235160.4	LINC02248	annotated	0	0	0	0		0	0	0	1	
MXE_214	MXE@chr15@28754555@28754809-28754897@28760788-28760933@28763330	chr15:28754809-28754897	chr15:28760788-28760933	chr15:28754555-28754809	chr15:28754897-28763330	chr15:28754555-28760788	chr15:28760933-28763330	+	ENSG00000290879.2	ENSG00000290879	annotated	7	0	0	0		4	0	0	1	
MXE_215	MXE@chr15@33088974@33092133-33092203@33153048-33155045@33180198	chr15:33092133-33092203	chr15:33153048-33155045	chr15:33088974-33092133	chr15:33092203-33180198	chr15:33088974-33153048	chr15:33155045-33180198	-	ENSG00000248905.10	FMN1	annotated	0	0	1	2		0	0	0	0	
MXE_216	MXE@chr15@33813579@33815834-33815933@33816862-33816958@33818578	chr15:33815834-33815933	chr15:33816862-33816958	chr15:33813579-33815834	chr15:33815933-33818578	chr15:33813579-33816862	chr15:33816958-33818578	+	ENSG00000198838.15	RYR3	annotated	2	6	2	8		4	10	1	2	
MXE_217	MXE@chr15@34588649@34626280-34626366@34670118-34670223@34680799	chr15:34626280-34626366	chr15:34670118-34670223	chr15:34588649-34626280	chr15:34626366-34680799	chr15:34588649-34670118	chr15:34670223-34680799	+	ENSG00000287973.2	ENSG00000287973	annotated	1	0	0	0		0	0	0	0	
MXE_218	MXE@chr15@42228820@42231192-42231260@42231844-42231915@42233213	chr15:42231192-42231260	chr15:42231844-42231915	chr15:42228820-42231192	chr15:42231260-42233213	chr15:42228820-42231844	chr15:42231915-42233213	-	ENSG00000103978.17	TMEM87A	annotated	36	40	1	0	0.987012987012987	23	34	0	0	1.0
MXE_220	MXE@chr15@48220996@48225852-48225947@48226476-48226571@48229189	chr15:48225852-48225947	chr15:48226476-48226571	chr15:48220996-48225852	chr15:48225947-48229189	chr15:48220996-48226476	chr15:48226571-48229189	+	ENSG00000074803.21	SLC12A1	annotated	0	0	2	1		3	3	0	0	
MXE_221	MXE@chr15@48220996@48225852-48225947@48227079-48227174@48229189	chr15:48225852-48225947	chr15:48227079-48227174	chr15:48220996-48225852	chr15:48225947-48229189	chr15:48220996-48227079	chr15:48227174-48229189	+	ENSG00000074803.21	SLC12A1	annotated	0	0	0	0		3	3	0	0	
MXE_222	MXE@chr15@48220996@48226476-48226571@48227079-48227174@48229189	chr15:48226476-48226571	chr15:48227079-48227174	chr15:48220996-48226476	chr15:48226571-48229189	chr15:48220996-48227079	chr15:48227174-48229189	+	ENSG00000074803.21	SLC12A1	annotated	2	1	0	0		0	0	0	0	
MXE_223	MXE@chr15@57684674@57691899-57691972@57709185-57709358@57711984	chr15:57691899-57691972	chr15:57709185-57709358	chr15:57684674-57691899	chr15:57691972-57711984	chr15:57684674-57709185	chr15:57709358-57711984	+	ENSG00000137878.18	GCOM1	annotated	0	0	0	123	0.0	0	0	0	68	0.0
MXE_225	MXE@chr15@58665197@58682196-58682314@58698280-58698404@58717577	chr15:58682196-58682314	chr15:58698280-58698404	chr15:58665197-58682196	chr15:58682314-58717577	chr15:58665197-58698280	chr15:58698404-58717577	-	ENSG00000137845.15	ADAM10	annotated	0	18	0	1		0	23	0	1	0.9583333333333334
MXE_227	MXE@chr15@69446091@69446283-69446364@69446431-69446587@69446871	chr15:69446283-69446364	chr15:69446431-69446587	chr15:69446091-69446283	chr15:69446364-69446871	chr15:69446091-69446431	chr15:69446587-69446871	+	ENSG00000137807.16	KIF23	annotated	3	1	0	0		0	1	0	0	
MXE_228	MXE@chr15@69446091@69446286-69446364@69446431-69446587@69446871	chr15:69446286-69446364	chr15:69446431-69446587	chr15:69446091-69446286	chr15:69446364-69446871	chr15:69446091-69446431	chr15:69446587-69446871	+	ENSG00000137807.16	KIF23	annotated	0	1	0	0		0	1	0	0	
MXE_230	MXE@chr15@74153169@74156127-74156203@74166578-74166784@74179156	chr15:74156127-74156203	chr15:74166578-74166784	chr15:74153169-74156127	chr15:74156203-74179156	chr15:74153169-74166578	chr15:74166784-74179156	-	ENSG00000261543.2	ENSG00000261543	annotated	6	6	0	0		1	0	0	0	
MXE_234	MXE@chr15@89319350@89320766-89320869@89321962-89322015@89322742	chr15:89320766-89320869	chr15:89321962-89322015	chr15:89319350-89320766	chr15:89320869-89322742	chr15:89319350-89321962	chr15:89322015-89322742	-	ENSG00000140521.18	POLG	annotated	64	0	0	43	0.5981308411214953	24	0	0	21	0.5333333333333333
MXE_235	MXE@chr15@90238548@90240900-90241724@90244118-90244217@90251554	chr15:90240900-90241724	chr15:90244118-90244217	chr15:90238548-90240900	chr15:90241724-90251554	chr15:90238548-90244118	chr15:90244217-90251554	+	ENSG00000284626.1	ENSG00000284626	annotated	7	0	0	0		3	0	1	0	
MXE_236	MXE@chr15@92985673@92991347-92991430@92991476-92991517@92992859	chr15:92991347-92991430	chr15:92991476-92991517	chr15:92985673-92991347	chr15:92991430-92992859	chr15:92985673-92991476	chr15:92991517-92992859	+	ENSG00000173575.24	CHD2	annotated	0	0	44	32	0.0	0	0	20	23	0.0
MXE_240	MXE@chr15@99138127@99139137-99139266@99139317-99139399@99156148	chr15:99139137-99139266	chr15:99139317-99139399	chr15:99138127-99139137	chr15:99139266-99156148	chr15:99138127-99139317	chr15:99139399-99156148	-	ENSG00000103852.13	TTC23	annotated	0	0	2	4		2	0	13	3	
MXE_241	MXE@chr15@99138127@99139137-99139266@99139317-99139467@99156148	chr15:99139137-99139266	chr15:99139317-99139467	chr15:99138127-99139137	chr15:99139266-99156148	chr15:99138127-99139317	chr15:99139467-99156148	-	ENSG00000103852.13	TTC23	annotated	0	0	2	2		2	0	13	0	
MXE_242	MXE@chr15@99138127@99139137-99139266@99139317-99139744@99156148	chr15:99139137-99139266	chr15:99139317-99139744	chr15:99138127-99139137	chr15:99139266-99156148	chr15:99138127-99139317	chr15:99139744-99156148	-	ENSG00000103852.13	TTC23	annotated	0	0	2	0		2	0	13	2	
MXE_243	MXE@chr15@99645764@99671323-99671454@99671520-99671669@99674393	chr15:99671323-99671454	chr15:99671520-99671669	chr15:99645764-99671323	chr15:99671454-99674393	chr15:99645764-99671520	chr15:99671669-99674393	+	ENSG00000068305.19	MEF2A	annotated	30	51	14	2	0.8350515463917526	12	5	6	0	
MXE_246	MXE@chr16@22507399@22513424-22513521@22513522-22513600@22513764	chr16:22513424-22513521	chr16:22513522-22513600	chr16:22507399-22513424	chr16:22513521-22513764	chr16:22507399-22513522	chr16:22513600-22513764	+	ENSG00000243716.13	NPIPB5	annotated	2	12	2	44	0.23333333333333334	3	22	1	30	0.44642857142857145
MXE_247	MXE@chr16@22507399@22513424-22513521@22513522-22513610@22513764	chr16:22513424-22513521	chr16:22513522-22513610	chr16:22507399-22513424	chr16:22513521-22513764	chr16:22507399-22513522	chr16:22513610-22513764	+	ENSG00000243716.13	NPIPB5	annotated	2	12	2	35	0.27450980392156865	3	22	1	27	0.4716981132075472
MXE_248	MXE@chr16@24809481@24815147-24815305@24815355-24815475@24816816	chr16:24815147-24815305	chr16:24815355-24815475	chr16:24809481-24815147	chr16:24815305-24816816	chr16:24809481-24815355	chr16:24815475-24816816	+	ENSG00000090905.19	TNRC6A	annotated	63	60	0	0	1.0	28	35	0	0	1.0
MXE_250	MXE@chr16@30477374@30479242-30479450@30481217-30481343@30489059	chr16:30479242-30479450	chr16:30481217-30481343	chr16:30477374-30479242	chr16:30479450-30489059	chr16:30477374-30481217	chr16:30481343-30489059	-	ENSG00000261346.2	ENSG00000261346	annotated	0	0	0	0		0	0	0	1	
MXE_251	MXE@chr16@30477374@30479242-30479450@30481221-30481343@30489059	chr16:30479242-30479450	chr16:30481221-30481343	chr16:30477374-30479242	chr16:30479450-30489059	chr16:30477374-30481221	chr16:30481343-30489059	-	ENSG00000261346.2	ENSG00000261346	annotated	0	0	0	0		0	0	0	1	
MXE_253	MXE@chr16@405024@405146-405224@406346-406397@407425	chr16:405146-405224	chr16:406346-406397	chr16:405024-405146	chr16:405224-407425	chr16:405024-406346	chr16:406397-407425	+	ENSG00000242612.7	DECR2	annotated	0	0	13	17	0.0	0	1	7	8	
MXE_254	MXE@chr16@405024@405146-405224@406346-406361@407425	chr16:405146-405224	chr16:406346-406361	chr16:405024-405146	chr16:405224-407425	chr16:405024-406346	chr16:406361-407425	+	ENSG00000242612.7	DECR2	annotated	0	0	13	0		0	1	7	0	
MXE_255	MXE@chr16@4466402@4469227-4469465@4469504-4469698@4474093	chr16:4469227-4469465	chr16:4469504-4469698	chr16:4466402-4469227	chr16:4469465-4474093	chr16:4466402-4469504	chr16:4469698-4474093	-	ENSG00000153406.14	NMRAL1	annotated	96	80	1	1	0.9887640449438202	50	44	1	2	0.9690721649484536
MXE_258	MXE@chr16@53888951@53933985-53934109@54013378-54013511@54111762	chr16:53933985-53934109	chr16:54013378-54013511	chr16:53888951-53933985	chr16:53934109-54111762	chr16:53888951-54013378	chr16:54013511-54111762	+	ENSG00000140718.22	FTO	annotated	131	173	0	0	1.0	57	63	0	0	1.0
MXE_259	MXE@chr16@56453408@56454774-56454921@56458513-56458594@56462534	chr16:56454774-56454921	chr16:56458513-56458594	chr16:56453408-56454774	chr16:56454921-56462534	chr16:56453408-56458513	chr16:56458594-56462534	+	ENSG00000087263.17	OGFOD1	annotated	0	0	0	41	0.0	0	0	0	9	
MXE_260	MXE@chr16@56453408@56454774-56454921@56458548-56458594@56462534	chr16:56454774-56454921	chr16:56458548-56458594	chr16:56453408-56454774	chr16:56454921-56462534	chr16:56453408-56458548	chr16:56458594-56462534	+	ENSG00000087263.17	OGFOD1	annotated	0	0	36	41	0.0	0	0	7	9	
MXE_261	MXE@chr16@57795141@57797705-57798022@57798072-57798282@57803184	chr16:57797705-57798022	chr16:57798072-57798282	chr16:57795141-57797705	chr16:57798022-57803184	chr16:57795141-57798072	chr16:57798282-57803184	-	ENSG00000140859.16	KIFC3	annotated	0	0	24	0	0.0	0	0	13	0	
MXE_262	MXE@chr16@57795141@57797965-57798022@57798072-57798282@57803184	chr16:57797965-57798022	chr16:57798072-57798282	chr16:57795141-57797965	chr16:57798022-57803184	chr16:57795141-57798072	chr16:57798282-57803184	-	ENSG00000140859.16	KIFC3	annotated	0	0	24	0	0.0	0	0	13	0	
MXE_263	MXE@chr16@57795141@57797965-57798022@57798072-57798282@57802370	chr16:57797965-57798022	chr16:57798072-57798282	chr16:57795141-57797965	chr16:57798022-57802370	chr16:57795141-57798072	chr16:57798282-57802370	-	ENSG00000140859.16	KIFC3	annotated	0	0	24	5	0.0	0	0	13	1	
MXE_267	MXE@chr16@728604@728794-728895@732658-733159@733469	chr16:728794-728895	chr16:732658-733159	chr16:728604-728794	chr16:728895-733469	chr16:728604-732658	chr16:733159-733469	+	ENSG00000103253.19	HAGHL	annotated	92	0	0	0	1.0	45	0	0	1	0.9782608695652174
MXE_273	MXE@chr16@84180344@84180868-84180995@84181043-84181186@84181328	chr16:84180868-84180995	chr16:84181043-84181186	chr16:84180344-84180868	chr16:84180995-84181328	chr16:84180344-84181043	chr16:84181186-84181328	-	ENSG00000103168.17	TAF1C	annotated	0	0	43	52	0.0	0	0	19	25	0.0
MXE_275	MXE@chr17@13892839@13898609-13898732@14033940-14034416@14069272	chr17:13898609-13898732	chr17:14033940-14034416	chr17:13892839-13898609	chr17:13898732-14069272	chr17:13892839-14033940	chr17:14034416-14069272	-	ENSG00000236088.13	COX10-DT	annotated	0	0	0	4		0	0	0	5	
MXE_276	MXE@chr17@15699777@15701152-15701240@15706477-15706501@15708155	chr17:15701152-15701240	chr17:15706477-15706501	chr17:15699777-15701152	chr17:15701240-15708155	chr17:15699777-15706477	chr17:15706501-15708155	+	ENSG00000187607.16	ZNF286A	annotated	0	1	0	19		0	0	0	11	
MXE_277	MXE@chr17@21512270@21529022-21529110@21533392-21533510@21535428	chr17:21529022-21529110	chr17:21533392-21533510	chr17:21512270-21529022	chr17:21529110-21535428	chr17:21512270-21533392	chr17:21533510-21535428	-	ENSG00000212719.16	LINC02693	annotated	0	4	0	0		0	3	0	1	
MXE_278	MXE@chr17@21546799@21550996-21551116@21573226-21573735@21574240	chr17:21550996-21551116	chr17:21573226-21573735	chr17:21546799-21550996	chr17:21551116-21574240	chr17:21546799-21573226	chr17:21573735-21574240	-	ENSG00000212719.16	LINC02693	annotated	2	0	2	41	0.044444444444444446	0	0	1	22	0.0
MXE_279	MXE@chr17@2676606@2677516-2677639@2680164-2680320@2681729	chr17:2677516-2677639	chr17:2680164-2680320	chr17:2676606-2677516	chr17:2677639-2681729	chr17:2676606-2680164	chr17:2680320-2681729	+	ENSG00000007168.15	PAFAH1B1	annotated	1	0	246	424	0.0014903129657228018	0	0	90	160	0.0
MXE_280	MXE@chr17@2676606@2677516-2677639@2680164-2680406@2681729	chr17:2677516-2677639	chr17:2680164-2680406	chr17:2676606-2677516	chr17:2677639-2681729	chr17:2676606-2680164	chr17:2680406-2681729	+	ENSG00000007168.15	PAFAH1B1	annotated	1	0	246	0	0.004048582995951417	0	0	90	1	0.0
MXE_283	MXE@chr17@38202981@38205635-38205657@38209051-38209116@38219046	chr17:38205635-38205657	chr17:38209051-38209116	chr17:38202981-38205635	chr17:38205657-38219046	chr17:38202981-38209051	chr17:38209116-38219046	-	ENSG00000291088.2	NPEPPSP1	annotated	77	0	0	0	1.0	48	0	0	0	1.0
MXE_284	MXE@chr17@38202981@38205635-38205657@38208995-38209116@38219046	chr17:38205635-38205657	chr17:38208995-38209116	chr17:38202981-38205635	chr17:38205657-38219046	chr17:38202981-38208995	chr17:38209116-38219046	-	ENSG00000291088.2	NPEPPSP1	annotated	77	0	0	0	1.0	48	0	0	0	1.0
