event_id	pos_id	exon	intron_a	intron_b	intron_c	strand	gene_id	gene_name	label	SRR601500_junction_a	SRR601500_junction_b	SRR601500_junction_c	SRR601500_PSI	SRR604528_junction_a	SRR604528_junction_b	SRR604528_junction_c	SRR604528_PSI
SE_25465	SE@chr15@90969079-90969120@90966653-90969524	chr15:90969079-90969120	chr15:90966653-90969079	chr15:90969120-90969524	chr15:90966653-90969524	-	ENSG00000198901.14	PRC1	annotated	0	2	0		1	0	0	
SE_25466	SE@chr15@90969079-90969120@90967202-90969447	chr15:90969079-90969120	chr15:90967202-90969079	chr15:90969120-90969447	chr15:90967202-90969447	-	ENSG00000198901.14	PRC1	annotated	6	3	3		2	0	5	
SE_25467	SE@chr15@90970404-90970514@90969623-90974136	chr15:90970404-90970514	chr15:90969623-90970404	chr15:90970514-90974136	chr15:90969623-90974136	-	ENSG00000198901.14	PRC1	annotated	25	23	1	0.96	3	4	0	
SE_25468	SE@chr15@90981499-90981669@90981033-90981748	chr15:90981499-90981669	chr15:90981033-90981499	chr15:90981669-90981748	chr15:90981033-90981748	-	ENSG00000198901.14	PRC1	annotated	16	17	1	0.9428571428571428	4	5	0	
SE_25469	SE@chr15@90982622-90982745@90981981-90984018	chr15:90982622-90982745	chr15:90981981-90982622	chr15:90982745-90984018	chr15:90981981-90984018	-	ENSG00000198901.14	PRC1	annotated	0	0	14	0.0	0	0	3	
SE_25470	SE@chr15@90983906-90984140@90981981-90994407	chr15:90983906-90984140	chr15:90981981-90983906	chr15:90984140-90994407	chr15:90981981-90994407	-	ENSG00000198901.14	PRC1	annotated	0	1	0		0	1	0	
SE_25471	SE@chr15@90983906-90984140@90981981-90984693	chr15:90983906-90984140	chr15:90981981-90983906	chr15:90984140-90984693	chr15:90981981-90984693	-	ENSG00000198901.14	PRC1	annotated	0	13	0		0	0	0	
SE_25472	SE@chr15@90984018-90984140@90981981-90994407	chr15:90984018-90984140	chr15:90981981-90984018	chr15:90984140-90994407	chr15:90981981-90994407	-	ENSG00000198901.14	PRC1	annotated	14	1	0		3	1	0	
SE_25473	SE@chr15@90984018-90984140@90981981-90984693	chr15:90984018-90984140	chr15:90981981-90984018	chr15:90984140-90984693	chr15:90981981-90984693	-	ENSG00000198901.14	PRC1	annotated	14	13	0	1.0	3	0	0	
SE_25474	SE@chr15@90984693-90984825@90984140-90994407	chr15:90984693-90984825	chr15:90984140-90984693	chr15:90984825-90994407	chr15:90984140-90994407	-	ENSG00000198901.14	PRC1	annotated	13	6	1		0	1	1	
SE_25475	SE@chr15@90984693-90984825@90981981-90994407	chr15:90984693-90984825	chr15:90981981-90984693	chr15:90984825-90994407	chr15:90981981-90994407	-	ENSG00000198901.14	PRC1	annotated	0	6	0		0	1	0	
SE_25476	SE@chr15@90985763-90986025@90984825-90994407	chr15:90985763-90986025	chr15:90984825-90985763	chr15:90986025-90994407	chr15:90984825-90994407	-	ENSG00000198901.14	PRC1	annotated	0	0	6		0	0	1	
SE_25480	SE@chr15@91016963-91017024@91014433-91017805	chr15:91016963-91017024	chr15:91014433-91016963	chr15:91017024-91017805	chr15:91014433-91017805	-	ENSG00000184056.15	VPS33B	annotated	36	28	3	0.9142857142857143	9	5	0	
SE_25481	SE@chr15@91016963-91017024@91014433-91022154	chr15:91016963-91017024	chr15:91014433-91016963	chr15:91017024-91022154	chr15:91014433-91022154	-	ENSG00000184056.15	VPS33B	annotated	36	0	1	0.9473684210526315	9	0	2	
SE_25482	SE@chr15@91016963-91017064@91014433-91017805	chr15:91016963-91017064	chr15:91014433-91016963	chr15:91017064-91017805	chr15:91014433-91017805	-	ENSG00000184056.15	VPS33B	annotated	36	0	3	0.8571428571428571	9	1	0	
SE_25483	SE@chr15@91017805-91017885@91014433-91022154	chr15:91017805-91017885	chr15:91014433-91017805	chr15:91017885-91022154	chr15:91014433-91022154	-	ENSG00000184056.15	VPS33B	annotated	3	26	1	0.9354838709677419	0	6	2	
SE_25484	SE@chr15@91017805-91017885@91017024-91022154	chr15:91017805-91017885	chr15:91017024-91017805	chr15:91017885-91022154	chr15:91017024-91022154	-	ENSG00000184056.15	VPS33B	annotated	28	26	0	1.0	5	6	0	
SE_25488	SE@chr15@91128723-91128810@91100363-91225873	chr15:91128723-91128810	chr15:91100363-91128723	chr15:91128810-91225873	chr15:91100363-91225873	+	ENSG00000185518.12	SV2B	annotated	6	8	68	0.09333333333333334	0	0	4	
SE_25489	SE@chr15@91225873-91226714@91100363-91251819	chr15:91225873-91226714	chr15:91100363-91225873	chr15:91226714-91251819	chr15:91100363-91251819	+	ENSG00000185518.12	SV2B	annotated	68	183	2	0.984313725490196	4	1	0	
SE_25490	SE@chr15@91225873-91226714@91102320-91251819	chr15:91225873-91226714	chr15:91102320-91225873	chr15:91226714-91251819	chr15:91102320-91251819	+	ENSG00000185518.12	SV2B	unannotated	8	183	0	1.0	0	1	0	
SE_25502	SE@chr15@92153497-92153621@92151014-92162756	chr15:92153497-92153621	chr15:92151014-92153497	chr15:92153621-92162756	chr15:92151014-92162756	+	ENSG00000176463.14	SLCO3A1	annotated	0	0	48	0.0	0	0	27	0.0
SE_25503	SE@chr15@92162756-92162998@92151014-92171780	chr15:92162756-92162998	chr15:92151014-92162756	chr15:92162998-92171780	chr15:92151014-92171780	+	ENSG00000176463.14	SLCO3A1	annotated	48	48	1	0.9795918367346939	27	28	0	1.0
SE_25504	SE@chr15@92430049-92430111@92394162-92434247	chr15:92430049-92430111	chr15:92394162-92430049	chr15:92430111-92434247	chr15:92394162-92434247	+	ENSG00000140557.12	ST8SIA2	annotated	0	0	1		0	0	0	
SE_25505	SE@chr15@92434247-92434375@92430111-92438353	chr15:92434247-92434375	chr15:92430111-92434247	chr15:92434375-92438353	chr15:92430111-92438353	+	ENSG00000140557.12	ST8SIA2	annotated	0	2	0		0	0	0	
SE_25509	SE@chr15@92883585-92883778@92883186-92885515	chr15:92883585-92883778	chr15:92883186-92883585	chr15:92883778-92885515	chr15:92883186-92885515	+	ENSG00000272888.9	CHASERR	annotated	15	27	55	0.27631578947368424	12	22	29	0.3695652173913043
SE_25510	SE@chr15@92901167-92901299@92900824-92924321	chr15:92901167-92901299	chr15:92900824-92901167	chr15:92901299-92924321	chr15:92900824-92924321	+	ENSG00000173575.24	CHD2	annotated	8	12	0	1.0	8	6	0	
SE_25511	SE@chr15@92929030-92929091@92927330-92937518	chr15:92929030-92929091	chr15:92927330-92929030	chr15:92929091-92937518	chr15:92927330-92937518	+	ENSG00000173575.24	CHD2	annotated	13	20	0	1.0	10	18	0	1.0
SE_25512	SE@chr15@92929030-92929091@92927330-92939578	chr15:92929030-92929091	chr15:92927330-92929030	chr15:92929091-92939578	chr15:92927330-92939578	+	ENSG00000173575.24	CHD2	annotated	13	1	0		10	1	0	
SE_25513	SE@chr15@92937518-92937625@92927330-92939578	chr15:92937518-92937625	chr15:92927330-92937518	chr15:92937625-92939578	chr15:92927330-92939578	+	ENSG00000173575.24	CHD2	annotated	0	29	0	1.0	0	19	0	
SE_25514	SE@chr15@92937518-92937625@92929091-92939578	chr15:92937518-92937625	chr15:92929091-92937518	chr15:92937625-92939578	chr15:92929091-92939578	+	ENSG00000173575.24	CHD2	annotated	20	29	1	0.9607843137254902	18	19	1	0.9487179487179487
SE_25515	SE@chr15@92944415-92944515@92943068-92945821	chr15:92944415-92944515	chr15:92943068-92944415	chr15:92944515-92945821	chr15:92943068-92945821	+	ENSG00000173575.24	CHD2	annotated	20	18	0	1.0	9	4	0	
SE_25516	SE@chr15@92945821-92945865@92944515-92946038	chr15:92945821-92945865	chr15:92944515-92945821	chr15:92945865-92946038	chr15:92944515-92946038	+	ENSG00000173575.24	CHD2	annotated	18	19	0	1.0	4	8	0	
SE_25517	SE@chr15@92956459-92956649@92955512-92967325	chr15:92956459-92956649	chr15:92955512-92956459	chr15:92956649-92967325	chr15:92955512-92967325	+	ENSG00000173575.24	CHD2	annotated	19	24	0	1.0	7	7	0	
SE_25518	SE@chr15@92972265-92972417@92971927-92974879	chr15:92972265-92972417	chr15:92971927-92972265	chr15:92972417-92974879	chr15:92971927-92974879	+	ENSG00000173575.24	CHD2	annotated	15	16	0	1.0	16	14	0	1.0
SE_25519	SE@chr15@92991693-92991759@92991517-92992859	chr15:92991693-92991759	chr15:92991517-92991693	chr15:92991759-92992859	chr15:92991517-92992859	+	ENSG00000173575.24	CHD2	annotated	0	0	32	0.0	0	0	23	0.0
SE_25520	SE@chr15@92998138-92998261@92997403-92998499	chr15:92998138-92998261	chr15:92997403-92998138	chr15:92998261-92998499	chr15:92997403-92998499	+	ENSG00000173575.24	CHD2	annotated	0	4	33	0.05714285714285714	0	1	16	0.030303030303030304
SE_25521	SE@chr15@92998149-92998261@92997403-92998499	chr15:92998149-92998261	chr15:92997403-92998149	chr15:92998261-92998499	chr15:92997403-92998499	+	ENSG00000173575.24	CHD2	annotated	0	4	33	0.05714285714285714	5	1	16	0.15789473684210525
SE_25522	SE@chr15@93051993-93052507@93045705-93072916	chr15:93051993-93052507	chr15:93045705-93051993	chr15:93052507-93072916	chr15:93045705-93072916	-	ENSG00000182175.15	RGMA	annotated	124	112	3	0.9752066115702479	133	112	4	0.9683794466403162
SE_25523	SE@chr15@93065832-93066259@93052507-93072916	chr15:93065832-93066259	chr15:93052507-93065832	chr15:93066259-93072916	chr15:93052507-93072916	-	ENSG00000182175.15	RGMA	annotated	1	0	112	0.0044444444444444444	0	2	112	0.008849557522123894
SE_25524	SE@chr15@93066101-93066255@93052507-93072916	chr15:93066101-93066255	chr15:93052507-93066101	chr15:93066255-93072916	chr15:93052507-93072916	-	ENSG00000182175.15	RGMA	annotated	0	0	112	0.0	2	0	112	0.008849557522123894
SE_25525	SE@chr15@93098679-93098722@93089489-93106205	chr15:93098679-93098722	chr15:93089489-93098679	chr15:93098722-93106205	chr15:93089489-93106205	+	ENSG00000257060.10	ENSG00000257060	annotated	0	0	0		0	0	1	
SE_25526	SE@chr15@93113294-93113385@93107517-93141458	chr15:93113294-93113385	chr15:93107517-93113294	chr15:93113385-93141458	chr15:93107517-93141458	+	ENSG00000257060.10	ENSG00000257060	annotated	0	1	0		0	1	0	
SE_25527	SE@chr15@93151666-93151704@93141549-93170443	chr15:93151666-93151704	chr15:93141549-93151666	chr15:93151704-93170443	chr15:93141549-93170443	+	ENSG00000257060.10	ENSG00000257060	annotated	0	0	0		1	1	1	
SE_25528	SE@chr15@93259173-93259237@93231852-93373510	chr15:93259173-93259237	chr15:93231852-93259173	chr15:93259237-93373510	chr15:93231852-93373510	+	ENSG00000257060.10	ENSG00000257060	annotated	2	0	0		1	0	0	
SE_25531	SE@chr15@93322223-93322346@93312977-93373510	chr15:93322223-93322346	chr15:93312977-93322223	chr15:93322346-93373510	chr15:93312977-93373510	+	ENSG00000257060.10	ENSG00000257060	annotated	0	0	0		1	0	0	
SE_25544	SE@chr15@93496234-93496331@93483228-93498521	chr15:93496234-93496331	chr15:93483228-93496234	chr15:93496331-93498521	chr15:93483228-93498521	+	ENSG00000257060.10	ENSG00000257060	annotated	0	1	0		0	0	0	
SE_25545	SE@chr15@93496234-93496331@93373585-93498521	chr15:93496234-93496331	chr15:93373585-93496234	chr15:93496331-93498521	chr15:93373585-93498521	+	ENSG00000257060.10	ENSG00000257060	annotated	0	1	0		0	0	0	
SE_25550	SE@chr15@93530237-93530437@93498757-93532773	chr15:93530237-93530437	chr15:93498757-93530237	chr15:93530437-93532773	chr15:93498757-93532773	+	ENSG00000257060.10	ENSG00000257060	annotated	0	1	0		0	0	0	
SE_25551	SE@chr15@93531422-93531577@93530437-93532773	chr15:93531422-93531577	chr15:93530437-93531422	chr15:93531577-93532773	chr15:93530437-93532773	+	ENSG00000257060.10	ENSG00000257060	annotated	0	0	1		0	0	0	
SE_25552	SE@chr15@93532773-93532973@93530437-93540924	chr15:93532773-93532973	chr15:93530437-93532773	chr15:93532973-93540924	chr15:93530437-93540924	+	ENSG00000257060.10	ENSG00000257060	annotated	1	0	0		0	0	0	
SE_25555	SE@chr15@93532773-93532973@93530437-93553605	chr15:93532773-93532973	chr15:93530437-93532773	chr15:93532973-93553605	chr15:93530437-93553605	+	ENSG00000257060.10	ENSG00000257060	annotated	1	0	0		0	0	0	
SE_25556	SE@chr15@93553605-93553760@93532973-93557472	chr15:93553605-93553760	chr15:93532973-93553605	chr15:93553760-93557472	chr15:93532973-93557472	+	ENSG00000257060.10	ENSG00000257060	annotated	0	0	0		0	1	0	
SE_25613	SE@chr15@94314727-94314864@94314344-94315529	chr15:94314727-94314864	chr15:94314344-94314727	chr15:94314864-94315529	chr15:94314344-94315529	+	ENSG00000140563.16	MCTP2	annotated	0	0	1		0	0	0	
SE_25615	SE@chr15@94677561-94677789@94671794-94679247	chr15:94677561-94677789	chr15:94671794-94677561	chr15:94677789-94679247	chr15:94671794-94679247	+	ENSG00000294709.1	ENSG00000294709	annotated	0	1	0		0	0	0	
SE_25616	SE@chr15@94677561-94677789@94671970-94679247	chr15:94677561-94677789	chr15:94671970-94677561	chr15:94677789-94679247	chr15:94671970-94679247	+	ENSG00000294709.1	ENSG00000294709	annotated	0	1	0		0	0	0	
SE_25617	SE@chr15@94679247-94679308@94677789-94679428	chr15:94679247-94679308	chr15:94677789-94679247	chr15:94679308-94679428	chr15:94677789-94679428	+	ENSG00000294709.1	ENSG00000294709	annotated	1	0	0		0	0	0	
SE_25618	SE@chr15@94679247-94679317@94677789-94679428	chr15:94679247-94679317	chr15:94677789-94679247	chr15:94679317-94679428	chr15:94677789-94679428	+	ENSG00000294709.1	ENSG00000294709	annotated	1	0	0		0	0	0	
SE_25636	SE@chr15@95212681-95212876@95210641-95256674	chr15:95212681-95212876	chr15:95210641-95212681	chr15:95212876-95256674	chr15:95210641-95256674	-	ENSG00000248441.10	LETR1	annotated	2	0	1		0	0	0	
SE_25637	SE@chr15@95212681-95212879@95210641-95256674	chr15:95212681-95212879	chr15:95210641-95212681	chr15:95212879-95256674	chr15:95210641-95256674	-	ENSG00000248441.10	LETR1	annotated	2	2	1		0	1	0	
SE_25638	SE@chr15@95213830-95214084@95212876-95256674	chr15:95213830-95214084	chr15:95212876-95213830	chr15:95214084-95256674	chr15:95212876-95256674	-	ENSG00000248441.10	LETR1	annotated	0	3	0		0	0	0	
SE_25639	SE@chr15@95213830-95214084@95212879-95256674	chr15:95213830-95214084	chr15:95212879-95213830	chr15:95214084-95256674	chr15:95212879-95256674	-	ENSG00000248441.10	LETR1	annotated	0	3	2		0	0	1	
SE_25640	SE@chr15@95243651-95243912@95212879-95256674	chr15:95243651-95243912	chr15:95212879-95243651	chr15:95243912-95256674	chr15:95212879-95256674	-	ENSG00000248441.10	LETR1	annotated	0	0	2		0	0	1	
SE_25641	SE@chr15@95256674-95256776@95226109-95288302	chr15:95256674-95256776	chr15:95226109-95256674	chr15:95256776-95288302	chr15:95226109-95288302	-	ENSG00000248441.10	LETR1	annotated	0	6	0		1	2	0	
SE_25642	SE@chr15@95257026-95257202@95256776-95288302	chr15:95257026-95257202	chr15:95256776-95257026	chr15:95257202-95288302	chr15:95256776-95288302	-	ENSG00000248441.10	LETR1	annotated	0	0	6		1	0	2	
SE_25643	SE@chr15@95257026-95257202@95256776-95260471	chr15:95257026-95257202	chr15:95256776-95257026	chr15:95257202-95260471	chr15:95256776-95260471	-	ENSG00000248441.10	LETR1	annotated	0	0	0		1	0	0	
SE_25644	SE@chr15@95260471-95260570@95257202-95288302	chr15:95260471-95260570	chr15:95257202-95260471	chr15:95260570-95288302	chr15:95257202-95288302	-	ENSG00000248441.10	LETR1	annotated	0	1	0		0	0	0	
SE_25645	SE@chr15@95260471-95260570@95256776-95288302	chr15:95260471-95260570	chr15:95256776-95260471	chr15:95260570-95288302	chr15:95256776-95288302	-	ENSG00000248441.10	LETR1	annotated	0	1	6		0	0	2	
SE_25647	SE@chr15@95260471-95260574@95256776-95288302	chr15:95260471-95260574	chr15:95256776-95260471	chr15:95260574-95288302	chr15:95256776-95288302	-	ENSG00000248441.10	LETR1	annotated	0	0	6		0	0	2	
SE_25648	SE@chr15@95278430-95278513@95277376-95288302	chr15:95278430-95278513	chr15:95277376-95278430	chr15:95278513-95288302	chr15:95277376-95288302	-	ENSG00000248441.10	LETR1	annotated	0	0	4		0	0	3	
SE_25649	SE@chr15@95289422-95289554@95288468-95326830	chr15:95289422-95289554	chr15:95288468-95289422	chr15:95289554-95326830	chr15:95288468-95326830	-	ENSG00000248441.10	LETR1	annotated	7	4	2		4	1	0	
SE_25650	SE@chr15@95307083-95307180@95289554-95326830	chr15:95307083-95307180	chr15:95289554-95307083	chr15:95307180-95326830	chr15:95289554-95326830	-	ENSG00000248441.10	LETR1	annotated	1	0	4		0	0	1	
SE_25651	SE@chr15@95307379-95307576@95289554-95326830	chr15:95307379-95307576	chr15:95289554-95307379	chr15:95307576-95326830	chr15:95289554-95326830	-	ENSG00000248441.10	LETR1	annotated	0	0	4		0	0	1	
SE_25654	SE@chr15@95337682-95337773@95326637-95359504	chr15:95337682-95337773	chr15:95326637-95337682	chr15:95337773-95359504	chr15:95326637-95359504	+	ENSG00000259134.8	LINC00924	annotated	0	0	5		0	0	0	
SE_25655	SE@chr15@95345427-95345552@95326637-95359504	chr15:95345427-95345552	chr15:95326637-95345427	chr15:95345552-95359504	chr15:95326637-95359504	+	ENSG00000259134.8	LINC00924	annotated	0	0	5		0	0	0	
SE_25657	SE@chr15@95345483-95345552@95326637-95359504	chr15:95345483-95345552	chr15:95326637-95345483	chr15:95345552-95359504	chr15:95326637-95359504	+	ENSG00000259134.8	LINC00924	annotated	0	0	5		0	0	0	
SE_25658	SE@chr15@95359504-95359543@95326637-95453764	chr15:95359504-95359543	chr15:95326637-95359504	chr15:95359543-95453764	chr15:95326637-95453764	+	ENSG00000259134.8	LINC00924	annotated	5	2	0		0	0	0	
SE_25659	SE@chr15@95359504-95359543@95326637-95425586	chr15:95359504-95359543	chr15:95326637-95359504	chr15:95359543-95425586	chr15:95326637-95425586	+	ENSG00000259134.8	LINC00924	annotated	5	0	0		0	0	0	
SE_25660	SE@chr15@95359504-95359543@95326637-95451798	chr15:95359504-95359543	chr15:95326637-95359504	chr15:95359543-95451798	chr15:95326637-95451798	+	ENSG00000259134.8	LINC00924	annotated	5	0	0		0	0	0	
SE_25661	SE@chr15@95359504-95359543@95326637-95451795	chr15:95359504-95359543	chr15:95326637-95359504	chr15:95359543-95451795	chr15:95326637-95451795	+	ENSG00000259134.8	LINC00924	annotated	5	0	0		0	0	0	
SE_25667	SE@chr15@95451795-95451936@95359543-95453764	chr15:95451795-95451936	chr15:95359543-95451795	chr15:95451936-95453764	chr15:95359543-95453764	+	ENSG00000259134.8	LINC00924	annotated	0	1	2		0	0	0	
SE_25668	SE@chr15@95451795-95451936@95326637-95453764	chr15:95451795-95451936	chr15:95326637-95451795	chr15:95451936-95453764	chr15:95326637-95453764	+	ENSG00000259134.8	LINC00924	annotated	0	1	0		0	0	0	
SE_25669	SE@chr15@95451795-95451936@95368500-95453764	chr15:95451795-95451936	chr15:95368500-95451795	chr15:95451936-95453764	chr15:95368500-95453764	+	ENSG00000259134.8	LINC00924	annotated	0	1	0		0	0	0	
SE_25670	SE@chr15@95451795-95451936@95433179-95453764	chr15:95451795-95451936	chr15:95433179-95451795	chr15:95451936-95453764	chr15:95433179-95453764	+	ENSG00000259134.8	LINC00924	annotated	0	1	0		0	0	0	
SE_25671	SE@chr15@95451798-95451936@95359543-95453764	chr15:95451798-95451936	chr15:95359543-95451798	chr15:95451936-95453764	chr15:95359543-95453764	+	ENSG00000259134.8	LINC00924	annotated	0	1	2		0	0	0	
SE_25672	SE@chr15@95451798-95451936@95326637-95453764	chr15:95451798-95451936	chr15:95326637-95451798	chr15:95451936-95453764	chr15:95326637-95453764	+	ENSG00000259134.8	LINC00924	annotated	0	1	0		0	0	0	
SE_25673	SE@chr15@95451798-95451936@95433179-95453764	chr15:95451798-95451936	chr15:95433179-95451798	chr15:95451936-95453764	chr15:95433179-95453764	+	ENSG00000259134.8	LINC00924	annotated	0	1	0		0	0	0	
SE_25674	SE@chr15@95451798-95451936@95368500-95453764	chr15:95451798-95451936	chr15:95368500-95451798	chr15:95451936-95453764	chr15:95368500-95453764	+	ENSG00000259134.8	LINC00924	annotated	0	1	0		0	0	0	
SE_25675	SE@chr15@95453764-95453873@95359543-95501508	chr15:95453764-95453873	chr15:95359543-95453764	chr15:95453873-95501508	chr15:95359543-95501508	+	ENSG00000259134.8	LINC00924	annotated	2	0	0		0	0	0	
SE_25676	SE@chr15@95453764-95453873@95359543-95497681	chr15:95453764-95453873	chr15:95359543-95453764	chr15:95453873-95497681	chr15:95359543-95497681	+	ENSG00000259134.8	LINC00924	annotated	2	0	0		0	0	0	
SE_25711	SE@chr15@96101485-96101582@96084647-96102184	chr15:96101485-96101582	chr15:96084647-96101485	chr15:96101582-96102184	chr15:96084647-96102184	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		1	0	0	
SE_25712	SE@chr15@96102184-96102223@96084647-96118843	chr15:96102184-96102223	chr15:96084647-96102184	chr15:96102223-96118843	chr15:96084647-96118843	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		0	0	1	
SE_25713	SE@chr15@96127162-96127413@96126115-96131822	chr15:96127162-96127413	chr15:96126115-96127162	chr15:96127413-96131822	chr15:96126115-96131822	-	ENSG00000247809.12	NR2F2-AS1	annotated	4	0	0		0	1	0	
SE_25723	SE@chr15@96201546-96201643@96191394-96290630	chr15:96201546-96201643	chr15:96191394-96201546	chr15:96201643-96290630	chr15:96191394-96290630	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		0	0	1	
SE_25724	SE@chr15@96201546-96201643@96191394-96285326	chr15:96201546-96201643	chr15:96191394-96201546	chr15:96201643-96285326	chr15:96191394-96285326	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		0	0	1	
SE_25726	SE@chr15@96236176-96236267@96191394-96290630	chr15:96236176-96236267	chr15:96191394-96236176	chr15:96236267-96290630	chr15:96191394-96290630	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		0	0	1	
SE_25739	SE@chr15@96269848-96269996@96191394-96272762	chr15:96269848-96269996	chr15:96191394-96269848	chr15:96269996-96272762	chr15:96191394-96272762	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		0	1	0	
SE_25746	SE@chr15@96269848-96269996@96232585-96271703	chr15:96269848-96269996	chr15:96232585-96269848	chr15:96269996-96271703	chr15:96232585-96271703	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		0	1	0	
SE_25747	SE@chr15@96269848-96269996@96191394-96271703	chr15:96269848-96269996	chr15:96191394-96269848	chr15:96269996-96271703	chr15:96191394-96271703	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		0	1	0	
SE_25748	SE@chr15@96271703-96271798@96191394-96285326	chr15:96271703-96271798	chr15:96191394-96271703	chr15:96271798-96285326	chr15:96191394-96285326	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		0	0	1	
SE_25749	SE@chr15@96271703-96271798@96269996-96272762	chr15:96271703-96271798	chr15:96269996-96271703	chr15:96271798-96272762	chr15:96269996-96272762	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		1	2	1	
SE_25750	SE@chr15@96271703-96271798@96269996-96282832	chr15:96271703-96271798	chr15:96269996-96271703	chr15:96271798-96282832	chr15:96269996-96282832	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		1	1	0	
SE_25751	SE@chr15@96271703-96271798@96269996-96275917	chr15:96271703-96271798	chr15:96269996-96271703	chr15:96271798-96275917	chr15:96269996-96275917	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		1	0	0	
SE_25754	SE@chr15@96271703-96271798@96232585-96282832	chr15:96271703-96271798	chr15:96232585-96271703	chr15:96271798-96282832	chr15:96232585-96282832	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		0	1	0	
SE_25755	SE@chr15@96271703-96271798@96201643-96282832	chr15:96271703-96271798	chr15:96201643-96271703	chr15:96271798-96282832	chr15:96201643-96282832	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		0	1	0	
SE_25756	SE@chr15@96271703-96271798@96191394-96272762	chr15:96271703-96271798	chr15:96191394-96271703	chr15:96271798-96272762	chr15:96191394-96272762	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		0	2	0	
SE_25757	SE@chr15@96271703-96271798@96191394-96290630	chr15:96271703-96271798	chr15:96191394-96271703	chr15:96271798-96290630	chr15:96191394-96290630	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		0	0	1	
SE_25760	SE@chr15@96271703-96271798@96191394-96282832	chr15:96271703-96271798	chr15:96191394-96271703	chr15:96271798-96282832	chr15:96191394-96282832	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		0	1	0	
SE_25762	SE@chr15@96272762-96272816@96269996-96275917	chr15:96272762-96272816	chr15:96269996-96272762	chr15:96272816-96275917	chr15:96269996-96275917	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		1	0	0	
SE_25763	SE@chr15@96272762-96272816@96271798-96282832	chr15:96272762-96272816	chr15:96271798-96272762	chr15:96272816-96282832	chr15:96271798-96282832	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		2	0	1	
SE_25765	SE@chr15@96272762-96272816@96191394-96290630	chr15:96272762-96272816	chr15:96191394-96272762	chr15:96272816-96290630	chr15:96191394-96290630	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		0	0	1	
SE_25766	SE@chr15@96272762-96272816@96269996-96282832	chr15:96272762-96272816	chr15:96269996-96272762	chr15:96272816-96282832	chr15:96269996-96282832	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		1	0	0	
SE_25767	SE@chr15@96272762-96272816@96271798-96290630	chr15:96272762-96272816	chr15:96271798-96272762	chr15:96272816-96290630	chr15:96271798-96290630	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		2	0	0	
SE_25768	SE@chr15@96272762-96272816@96271798-96275917	chr15:96272762-96272816	chr15:96271798-96272762	chr15:96272816-96275917	chr15:96271798-96275917	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		2	0	0	
SE_25769	SE@chr15@96272762-96272954@96269996-96275917	chr15:96272762-96272954	chr15:96269996-96272762	chr15:96272954-96275917	chr15:96269996-96275917	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		1	0	0	
SE_25770	SE@chr15@96272762-96272954@96271798-96275917	chr15:96272762-96272954	chr15:96271798-96272762	chr15:96272954-96275917	chr15:96271798-96275917	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		2	0	0	
SE_25773	SE@chr15@96272762-96272954@96269996-96282832	chr15:96272762-96272954	chr15:96269996-96272762	chr15:96272954-96282832	chr15:96269996-96282832	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		1	0	0	
SE_25774	SE@chr15@96272762-96272954@96271798-96282832	chr15:96272762-96272954	chr15:96271798-96272762	chr15:96272954-96282832	chr15:96271798-96282832	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		2	0	1	
SE_25777	SE@chr15@96275917-96276067@96271798-96282832	chr15:96275917-96276067	chr15:96271798-96275917	chr15:96276067-96282832	chr15:96271798-96282832	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		0	0	1	
SE_25786	SE@chr15@96282832-96282989@96191394-96290630	chr15:96282832-96282989	chr15:96191394-96282832	chr15:96282989-96290630	chr15:96191394-96290630	-	ENSG00000247809.12	NR2F2-AS1	annotated	0	0	0		0	0	1	
